,Unnamed: 0,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
2618,2618,ELLIE GOULDING,LIGHTS,62.76470588235294,2.0,57.0,"UK,POP"
2619,2619,ONE DIRECTION,LIVE WHILE WE'RE YOUNG,88.33333333333333,3.0,16.0,"BOY BAND,BUBBLEGUM POP,UK,POP"
2620,2620,RICK ROSS,DICED PINEAPPLES,74.2,71.0,16.0,"CANADA,DMV,RAP"
2621,2621,LIFEHOUSE,BETWEEN THE RAINDROPS,87.33333333333333,79.0,2.0,ROCK
2622,2622,ONEREPUBLIC,FEEL AGAIN,24.25,36.0,20.0,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,POP-ROCK,POP,ROCK"
2623,2623,TAYLOR SWIFT,THE MOMENT I KNEW,36.1025641025641,,,"BALLAD,COUNTRY,POP"
2624,2624,ANNE HATHAWAY,I DREAMED A DREAM,63.05,69.0,3.0,"POP,MUSICALS"
2625,2625,BRIDGIT MENDLER,READY OR NOT,36.82222222222222,49.0,13.0,POP
2626,2626,P!NK,BLOW ME,65.55,5.0,27.0,"ELECTRO-POP,POP,ROCK"
2627,2627,CHRIS BROWN,DON'T WAKE ME UP,88.5,10.0,28.0,"DANCE-POP,EDM,POP,DANCE,R&;B"
2628,2628,LUKE BRYAN,KISS TOMORROW GOODBYE,70.4,29.0,20.0,"COUNTRY,ROCK"
2629,2629,KENNY CHESNEY,EL CERRITO PLACE,99.33333333333331,72.0,13.0,"COUNTRY,ROCK"
2630,2630,GREG BATES,DID IT FOR THE GIRL,57.0,66.0,16.0,COUNTRY
2631,2631,SAMANTHA BARKS,ON MY OWN,39.266666666666666,,,POP
2632,2632,KELLY ROWLAND,ICE,55.3,88.0,12.0,"RAP,R&;B"
2633,2633,CHER LLOYD,OATH,71.0,73.0,2.0,POP
2634,2634,KID CUDI,KING WIZARD,59.375,91.0,2.0,RAP
2635,2635,ONE DIRECTION,ROCK ME,90.6,,,"ROCK,POP-ROCK,BOY BAND,UK,POP"
2636,2636,DJ DRAMA,MY MOMENT,39.0,89.0,7.0,"R&;B,RAP"
2637,2637,2 CHAINZ,BIRTHDAY SONG,67.1,47.0,20.0,"TRAP,RAP"
2638,2638,FUTURE,TURN ON THE LIGHTS,92.0,50.0,20.0,"R&;B,TRAP,RAP"
2639,2639,JAKE OWEN,THE ONE THAT GOT AWAY,34.17142857142857,51.0,20.0,"COUNTRY,R&;B,ROCK"
2640,2640,BEYONCE,DANCE FOR YOU,69.5,78.0,15.0,"R&;B,POP"
2641,2641,50 CENT,MY LIFE,67.5,27.0,3.0,RAP
2642,2642,ENRIQUE IGLESIAS,FINALLY FOUND YOU,93.2,24.0,14.0,"ELECTRO HOUSE,DANCE-POP,POP"
2643,2643,NEON TREES,EVERYBODY TALKS,89.5,6.0,39.0,"POP-ROCK,POP,ROCK"
2644,2644,"OWL CITY, CARLY RAE JEPSEN",GOOD TIME,71.95,8.0,24.0,"ELECTRO-POP,DANCE-POP,POP"
2645,2645,FRENCH MONTANA,POP THAT,98.33333333333331,36.0,22.0,RAP
2646,2646,TERRY MCDERMOTT,I WANT TO KNOW WHAT LOVE IS,94.0,,,POP
2647,2647,RASCAL FLATTS,COME WAKE ME UP,75.125,52.0,20.0,"COUNTRY,ROCK"
2648,2648,FLO RIDA,WHISTLE,84.5,1.0,29.0,RAP
2649,2649,CARRIE UNDERWOOD,BLOWN AWAY,87.3,20.0,22.0,COUNTRY
2650,2650,MIRANDA LAMBERT,FASTEST GIRL IN TOWN,86.84615384615384,47.0,19.0,"COUNTRY,ROCK"
2651,2651,JASON ALDEAN,TAKE A LITTLE RIDE,71.4,12.0,20.0,"COUNTRY,ROCK"
2652,2652,CHRISTINA PERRI,A THOUSAND YEARS,85.57142857142857,53.0,3.0,"SCREEN,SOUNDTRACK,POP"
2653,2653,TRAIN,50 WAYS TO SAY GOODBYE,70.84210526315789,20.0,20.0,"POP-ROCK,POP,ROCK"
2654,2654,DAVID GUETTA,TITANIUM,67.57142857142857,7.0,33.0,"HOUSE,ELECTRO-POP,DANCE,POP"
2655,2655,MELANIE MARTINEZ,SEVEN NATION ARMY,49.833333333333336,,,POP
2656,2656,NICKI MINAJ,POUND THE ALARM,40.16666666666666,15.0,18.0,"POP,RAP"
2657,2657,THE WANTED,I FOUND YOU,72.66666666666667,89.0,2.0,"POP,DANCE-POP,ELECTRONIC"
2658,2658,"GRACE POTTER, THE NOCTURNALS",STARS,94.0,,,ROCK
2659,2659,LEE BRICE,HARD TO LOVE,84.75,27.0,23.0,"COUNTRY,ROCK"
2660,2660,MAROON 5,PAYPHONE,81.5,2.0,31.0,POP
2661,2661,KATY PERRY,WIDE AWAKE,58.0,2.0,26.0,"DANCE-POP,POP"
2662,2662,TREY SONGZ,2 REASONS,32.85,43.0,20.0,"R&;B,RAP"
2663,2663,CHRISTINA AGUILERA,YOUR BODY,61.21052631578947,34.0,9.0,"R&;B,ELECTRO-POP,DANCE,POP"
2664,2664,BRANDY,PUT IT DOWN,83.36363636363636,65.0,14.0,"FRENCH R&;B,R&;B"
2665,2665,EASTON CORBIN,LOVIN' YOU IS FUN,49.15,57.0,20.0,"COUNTRY,ROCK"
2666,2666,TREY SONGZ,DIVE IN,57.333333333333336,77.0,12.0,R&;B
2667,2667,DEMI LOVATO,GIVE YOUR HEART A BREAK,70.21052631578948,16.0,32.0,"POP,R&;B"
2668,2668,DAVID GUETTA,I CAN ONLY IMAGINE,48.5,44.0,14.0,"RAP,ELECTRONIC,POP,DANCE"
2669,2669,JASON MRAZ,I WON'T GIVE UP,85.0,8.0,44.0,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,BALLAD,POP-ROCK,POP,ROCK"
2670,2670,2 CHAINZ,NO LIE,64.57142857142857,24.0,26.0,"CANADA,TRAP,RAP"
2671,2671,TAYLOR SWIFT,I ALMOST DO,40.4,,,COUNTRY
2672,2672,CHER LLOYD,WANT U BACK,57.55555555555556,12.0,20.0,"ALTERNATIVE,INDIE,ELECTRONIC POP,ELECTRO-POP,ALTERNATIVE POP,INDIE POP,BUBBLEGUM POP,POP"
2673,2673,TAYLOR SWIFT,ALL TOO WELL,66.33333333333333,,,"ROCK,POP,ALTERNATIVE POP,ALTERNATIVE ROCK,COUNTRY"
2674,2674,TAYLOR SWIFT,STAY STAY STAY,71.0,,,"COUNTRY,POP"
2675,2675,"SAM PALLADIO, CLARE BOWEN",FADE INTO YOU,67.08695652173913,,,POP
2676,2676,"MUMFORD, SONS",BABEL,49.45,60.0,5.0,"UK,ROCK"
2677,2677,TAYLOR SWIFT,STATE OF GRACE,79.0,,,"ROCK,POWER POP,ALTERNATIVE ROCK"
2678,2678,LITTLE BIG TOWN,PONTOON,66.0,22.0,20.0,"COUNTRY,ROCK"
2679,2679,TIM MCGRAW,TRUCK YEAH,63.5625,57.0,16.0,"COUNTRY,ROCK"
2680,2680,MATCHBOX TWENTY,SHE'S SO MEAN,22.869565217391305,40.0,17.0,"ROCK,POP"
2681,2681,MEEK MILL,AMEN,64.9,57.0,18.0,"CANADA,RAP"
2682,2682,"MUMFORD, SONS",WHISPERS IN THE DARK,73.1,81.0,4.0,"UK,ROCK"
2683,2683,DUSTIN LYNCH,COWBOYS AND ANGELS,55.8,40.0,22.0,COUNTRY
2684,2684,RIHANNA,WHERE HAVE YOU BEEN,72.5,5.0,26.0,"HOUSE,ELECTRO-POP,POP"
2685,2685,JERROD NIEMANN,SHININ' ON ME,71.75,92.0,7.0,POP
2686,2686,"MUMFORD, SONS",HOLLAND ROAD,71.0,84.0,3.0,"UK,ROCK"
2687,2687,KID CUDI,JUST WHAT I AM,92.0,74.0,2.0,RAP
2688,2688,BLAKE SHELTON,OVER,31.625,43.0,18.0,"COUNTRY,ROCK"
2689,2689,"MUMFORD, SONS",GHOSTS THAT WE KNEW,97.0,88.0,3.0,"UK,ROCK"
2690,2690,ONE DIRECTION,WHAT MAKES YOU BEAUTIFUL,61.31578947368421,4.0,34.0,"ELECTRO-POP,BOY BAND,POWER POP,POP-ROCK,ROCK,UK,POP"
2691,2691,FUN.,WE ARE YOUNG,90.0,1.0,42.0,"ALTERNATIVE POP,INDIE ROCK,ALTERNATIVE ROCK,PIANO,ADULT CONTEMPORARY,INDIE POP,ADULT ALTERNATIVE,BALLAD,POP,ROCK"
2692,2692,USHER,LEMME SEE,90.16666666666669,46.0,20.0,"ELECTRONIC,R&;B,POP"
2693,2693,GLEE CAST,THE SCIENTIST,24.945945945945947,,,"ALTERNATIVE,TV,SCREEN,COVER,SOUNDTRACK,POP"
2694,2694,"MUMFORD, SONS",LOVER OF THE LIGHT,72.2,,,"UK,ROCK"
2695,2695,JANA KRAMER,WHY YA WANNA,23.82608695652174,50.0,22.0,COUNTRY
2696,2696,KENNY CHESNEY,COME OVER,72.2,23.0,20.0,"COUNTRY,ROCK"
2697,2697,LOVE AND THEFT,ANGEL EYES,94.66666666666669,32.0,20.0,COUNTRY
2698,2698,KELLY CLARKSON,DARK SIDE,85.15384615384616,42.0,15.0,"SYNTH-POP,POP,ROCK"
2699,2699,KEYSHIA COLE,ENOUGH OF NO LOVE,14.166666666666666,84.0,9.0,"R&;B,RAP"
2700,2700,CHIEF KEEF,I DON'T LIKE,72.5,73.0,3.0,"TRAP,DRILL,RAP"
2701,2701,"KANYE WEST, R. KELLY",TO THE WORLD,82.0,70.0,2.0,RAP
2702,2702,THE WANTED,GLAD YOU CAME,41.55,3.0,37.0,"DANCE-POP,POP"
2703,2703,CALVIN HARRIS,LET'S GO,55.15,17.0,20.0,ROCK
2704,2704,LINKIN PARK,BURN IT DOWN,85.66666666666667,30.0,23.0,"ROCK,ALTERNATIVE ROCK,ELECTRONIC ROCK,RAP"
2705,2705,WALE,BAG OF MONEY,32.11538461538461,64.0,13.0,RAP
2706,2706,J. COLE,NOBODY'S PERFECT,55.8,61.0,19.0,RAP
2707,2707,TAYLOR SWIFT,RONAN,39.2,16.0,2.0,"COUNTRY,POP"
2708,2708,TRAIN,DRIVE BY,11.227272727272728,10.0,36.0,"POP,POP-ROCK"
2709,2709,JOSH TURNER,TIME IS LOVE,86.0,44.0,25.0,"COUNTRY,ROCK"
2710,2710,NICKI MINAJ,STARSHIPS,84.8,5.0,31.0,"POP,RAP"
2711,2711,USHER,SCREAM,90.0,9.0,21.0,"ELECTRONIC,R&;B,POP"
2712,2712,CARLY RAE JEPSEN,THIS KISS,100.0,,,"POP,CANADA"
2713,2713,"BIG, RICH",THAT'S WHY I PRAY,65.0,82.0,10.0,COUNTRY
2714,2714,GREEN DAY,OH LOVE,45.5,97.0,4.0,"POP-PUNK,ROCK"
2715,2715,WIZ KHALIFA,"WORK HARD, PLAY HARD",19.11111111111111,17.0,20.0,RAP
2716,2716,FLO RIDA,WILD ONES,29.51315789473684,5.0,36.0,"POP,RAP"
2717,2717,GROUPLOVE,TONGUE TIED,77.66666666666667,42.0,20.0,"ROCK,ADULT ALTERNATIVE,POP-ROCK,ALTERNATIVE DANCE,ALTERNATIVE ROCK,ALTERNATIVE POP,POST-PUNK,ELECTRO-POP,DANCE-POP,SYNTH-POP,INDIE POP,INDIE ROCK,POP"
2718,2718,NO DOUBT,SETTLE DOWN,94.14285714285714,34.0,8.0,"POP,ALTERNATIVE ROCK,ELECTRONIC ROCK,SKA,ROCK"
2719,2719,B.O.B,BOTH OF US,86.0,18.0,19.0,"POP,COUNTRY RAP,RAP"
2720,2720,ZAC BROWN BAND,THE WIND,69.08695652173913,70.0,11.0,"COUNTRY,ROCK"
2721,2721,THE BAND PERRY,POSTCARD FROM PARIS,95.91666666666669,60.0,17.0,COUNTRY
2722,2722,LIL WAYNE,MY HOMIES STILL,31.0,38.0,13.0,RAP
2723,2723,LADY ANTEBELLUM,WANTED YOU MORE,87.0,34.0,5.0,COUNTRY
2724,2724,HAVANA BROWN,WE RUN THE NIGHT,53.35,26.0,22.0,RAP
2725,2725,SLAUGHTERHOUSE,THROW THAT,74.0,,,RAP
2726,2726,DJ KHALED,I WISH YOU WOULD,73.5,78.0,2.0,RAP
2727,2727,DJ KHALED,TAKE IT TO THE HEAD,81.8,58.0,20.0,RAP
2728,2728,PITBULL,BACK IN TIME,65.47058823529412,11.0,20.0,RAP
2729,2729,2 CHAINZ,YUCK!,29.181818181818183,,,RAP
2730,2730,NICKI MINAJ,BEEZ IN THE TRAP,77.625,48.0,20.0,"TRAP,RAP"
2731,2731,LUPE FIASCO,LAMBORGHINI ANGELS,63.05,,,RAP
2732,2732,CHRIS YOUNG,NEON,15.4,92.0,4.0,COUNTRY
2733,2733,THOMPSON SQUARE,GLASS,82.2,84.0,11.0,COUNTRY
2734,2734,LUKE BRYAN,DRUNK ON YOU,81.375,16.0,24.0,"COUNTRY,ROCK"
2735,2735,JUSTIN BIEBER,BOYFRIEND,12.375,2.0,20.0,"RAP,CANADA,POP"
2736,2736,ONE DIRECTION,ONE THING,83.0,39.0,20.0,"ROCK,BOY BAND,POP-ROCK,UK,POP"
2737,2737,THE BLACK KEYS,GOLD ON THE CEILING,46.88235294117647,94.0,6.0,"BLUES ROCK,ROCK"
2738,2738,CALVIN HARRIS,FEEL SO CLOSE,70.15,12.0,26.0,"UK,ELECTRONIC,POP"
2739,2739,KARMIN,BROKENHEARTED,34.43396226415094,16.0,22.0,"POP,RAP"
2740,2740,50 CENT,NEW DAY,60.77777777777778,,,RAP
2741,2741,JENNIFER LOPEZ,DANCE AGAIN,78.45454545454545,17.0,18.0,"R&;B,ROCK"
2742,2742,DRAKE,CREW LOVE,53.55,80.0,20.0,"ALTERNATIVE R&;B,R&;B,CANADA,RAP"
2743,2743,THOMAS RHETT,SOMETHING TO DO WITH MY HANDS,82.4,93.0,4.0,COUNTRY
2744,2744,ELI YOUNG BAND,EVEN IF IT BREAKS YOUR HEART,70.25,29.0,20.0,"COUNTRY,ROCK"
2745,2745,ERIC CHURCH,SPRINGSTEEN,68.63636363636364,19.0,22.0,"COUNTRY,ROCK"
2746,2746,YOUNG JEEZY,LEAVE YOU ALONE,90.5,51.0,20.0,"R&;B,RAP"
2747,2747,TOBY KEITH,BEERS AGO,27.1,52.0,15.0,"COUNTRY,ROCK"
2748,2748,THE KILLERS,RUNAWAYS,76.33333333333333,78.0,2.0,"ALTERNATIVE ROCK,ROCK"
2749,2749,PUSHA T KANYE WEST,NEW GOD FLOW,81.375,,,RAP
2750,2750,T.I.,GO GET IT,92.0,,,"ATLANTA,TRAP,RAP"
2751,2751,DRAKE,HYFR,54.25,62.0,20.0,"CANADA,RAP"
2752,2752,SKRILLEX,BANGARANG,57.4,72.0,20.0,"ELECTRO,DUBSTEP,ELECTRONIC,DANCE,ROCK"
2753,2753,RITA ORA,HOW WE DO,62.27777777777778,62.0,9.0,"R&;B,POP"
2754,2754,M83.,MIDNIGHT CITY,75.21428571428571,72.0,20.0,"ADULT ALTERNATIVE,ELECTRONIC ROCK,ALTERNATIVE DANCE,ALTERNATIVE ROCK,ELECTRO-POP,DREAM-POP,POP,SYNTH-POP,NEW WAVE,ELECTRONIC,INDIE,ALTERNATIVE"
2755,2755,KATY PERRY,PART OF ME,96.5,1.0,22.0,"POWER POP,DANCE-POP,POP"
2756,2756,DRAKE,THE MOTTO,85.11111111111111,14.0,35.0,"HIP-HOP,PRODUCER,MEMES,HYPHY,WEST COAST,CANADA,RAP"
2757,2757,PITBULL,GET IT STARTED,88.0,89.0,2.0,"ELECTRONIC,POP,RAP"
2758,2758,NICKI MINAJ,RIGHT BY MY SIDE,83.0,51.0,15.0,"POP,RAP"
2759,2759,KIRKO BANGZ,DRANK IN MY CUP,31.5,28.0,22.0,"PRODUCER,RAP"
2760,2760,DRAKE,TAKE CARE,40.68181818181818,7.0,34.0,"R&;B,CANADA,RAP"
2761,2761,USHER,CLIMAX,41.1,17.0,20.0,"ALTERNATIVE R&;B,ELECTRONIC,R&;B,POP"
2762,2762,BRANTLEY GILBERT,YOU DON'T KNOW HER LIKE I DO,57.27777777777778,49.0,24.0,"ROCK,COUNTRY"
2763,2763,JASON ALDEAN,FLY OVER STATES,72.5,32.0,20.0,"COUNTRY,ROCK"
2764,2764,RIHANNA,BIRTHDAY CAKE,71.5,24.0,20.0,"REMIX,RAP,R&;B,POP"
2765,2765,TRAVIS PORTER,AYY LADIES,65.11111111111111,53.0,19.0,RAP
2766,2766,RIHANNA,WE FOUND LOVE,93.66666666666669,1.0,41.0,"ELECTRO-POP,ELECTRONIC,R&;B,POP"
2767,2767,MAROON 5,WIPE YOUR EYES,56.05,,,POP
2768,2768,LINKIN PARK,LOST IN THE ECHO,18.375,,,"ALTERNATIVE ROCK,ROCK,ELECTRONIC ROCK,RAP"
2769,2769,BIG TIME RUSH,WINDOWS DOWN,73.0,,,"BOY BAND,TEEN POP,ROCK,DANCE-POP,ELECTRONIC ROCK"
2770,2770,CHRIS BROWN,TURN UP THE MUSIC,56.3,10.0,20.0,"HOUSE,EDM,DANCE,R&;B,POP"
2771,2771,KIP MOORE,SOMETHIN' 'BOUT A TRUCK,53.65,29.0,20.0,"COUNTRY,ROCK"
2772,2772,ADELE,SET FIRE TO THE RAIN,86.125,1.0,43.0,"BALLAD,ROCK,SOUL,UK,POP"
2773,2773,ZAC BROWN BAND,NO HURRY,57.8,50.0,16.0,"COUNTRY,ROCK"
2774,2774,JUSTIN BIEBER,RIGHT HERE,23.28205128205128,,,"CANADA,RAP,POP"
2775,2775,MICHEL TELO,AI SE EU TE PEGO,31.6,81.0,12.0,"SOUNDTRACK,POP,SERTANEJO,LATIN MUSIC,EM PORTUGU\XC3\XAAS,BRASIL"
2776,2776,B.O.B,SO GOOD,58.0,11.0,18.0,"POP,RAP"
2777,2777,ADELE,RUMOUR HAS IT,82.75,16.0,27.0,"BLUES,ADULT ALTERNATIVE,BLUE-EYED SOUL,SOUL,POP,R&;B,ROCK"
2778,2778,LMFAO,SEXY AND I KNOW IT,25.682926829268293,1.0,42.0,"ELECTRO-POP,POP,RAP"
2779,2779,TAYLOR SWIFT,EYES OPEN,67.0,19.0,13.0,"SCREEN,ALTERNATIVE ROCK,SOUNDTRACK,COUNTRY,POP"
2780,2780,FLO RIDA,GOOD FEELING,67.0,3.0,37.0,RAP
2781,2781,JUSTIN BIEBER,DIE IN YOUR ARMS,62.0,17.0,2.0,"CANADA,POP"
2782,2782,JOHN MAYER,SHADOW DAYS,65.0,42.0,3.0,"BALLAD,SINGER-SONGWRITER,ADULT ALTERNATIVE,AMERICANA,BLUES ROCK,POP-ROCK,ROCK"
2783,2783,ANDY GRAMMER,FINE BY ME,67.63636363636364,84.0,10.0,ROCK
2784,2784,FUTURE,SAME DAMN TIME,98.5,92.0,6.0,"ATLANTA,TRAP,RAP"
2785,2785,RASCAL FLATTS,BANJO,91.0,51.0,17.0,"COUNTRY,ROCK"
2786,2786,DAVID GUETTA,TURN ME ON,93.6,4.0,27.0,"ELECTRONIC,DANCE,RAP,POP"
2787,2787,TIM MCGRAW,BETTER THAN I USED TO BE,24.33333333333333,52.0,20.0,"COUNTRY,ROCK"
2788,2788,MIRANDA LAMBERT,OVER YOU,83.66666666666667,35.0,20.0,"COUNTRY,ROCK"
2789,2789,JAY SEAN,I'M ALL YOURS,63.4,,,"R&;B,RAP"
2790,2790,BLAKE SHELTON,DRINK ON IT,85.125,39.0,19.0,"COUNTRY,ROCK"
2791,2791,MAROON 5,MOVES LIKE JAGGER,79.42857142857143,1.0,49.0,"ADULT CONTEMPORARY,DANCE-POP,ELECTRONIC ROCK,ELECTRO-POP,POP-ROCK,POP"
2792,2792,PHILLIP PHILLIPS,WE'VE GOT TONIGHT,34.95,,,POP
2793,2793,CHRIS CAGLE,GOT MY COUNTRY ON,74.65,86.0,9.0,POP
2794,2794,"SNOOP DOGG, WIZ KHALIFA","YOUNG, WILD & FREE",62.1,7.0,32.0,"POP,RAP"
2795,2795,GYM CLASS HEROES,ASS BACK HOME,77.0909090909091,12.0,23.0,"POP,RAP"
2796,2796,"KENNY CHESNEY, TIM MCGRAW",FEEL LIKE A ROCK STAR,46.10714285714285,40.0,7.0,"COUNTRY,ROCK"
2797,2797,LADY ANTEBELLUM,DANCIN' AWAY WITH MY HEART,15.1,46.0,19.0,COUNTRY
2798,2798,CRAIG MORGAN,THIS OLE BOY,83.5,87.0,9.0,COUNTRY
2799,2799,TYGA,RACK CITY,48.95652173913044,7.0,25.0,"WEST COAST,HYPHY,RAP"
2800,2800,"ADAM LEVINE, TONY LUCCA",YESTERDAY,29.73913043478261,,,POP
2801,2801,RIHANNA,TALK THAT TALK,60.8125,31.0,20.0,"R&;B,POP"
2802,2802,FAT JOE,ANOTHER ROUND,10.045454545454543,80.0,6.0,"R&;B,RAP"
2803,2803,LEE BRICE,A WOMAN LIKE YOU,25.444444444444443,33.0,20.0,"COUNTRY,NEWS"
2804,2804,GLEE CAST,SHAKE IT OUT,68.94117647058823,,,POP
2805,2805,TAYLOR SWIFT,SAFE & SOUND,86.0,30.0,17.0,"FOLK,INDIE,SCREEN,SOUNDTRACK,COUNTRY,POP"
2806,2806,SKRILLEX,SCARY MONSTERS AND NICE SPRITES,30.52380952380953,69.0,14.0,"ROCK,DANCE,ELECTRO,ELECTRONIC,DUBSTEP"
2807,2807,JESSIE J,DOMINO,28.4,6.0,29.0,POP
2808,2808,PITBULL,INTERNATIONAL LOVE,64.0,13.0,26.0,"DANCE-POP,POP,RAP"
2809,2809,GLEE CAST,HOW WILL I KNOW,24.846153846153847,,,POP
2810,2810,CHRIS BROWN,STRIP,94.6,37.0,20.0,"DMV,R&;B,RAP"
2811,2811,RICK ROSS,STAY SCHEMIN,41.82608695652174,58.0,2.0,"TRAP,BEEF,RAP"
2812,2812,MAC MILLER,LOUD,31.35,53.0,2.0,RAP
2813,2813,GLEE CAST,IT'S NOT RIGHT BUT IT'S OKAY,69.0,,,POP
2814,2814,JAKE OWEN,ALONE WITH YOU,31.0,41.0,20.0,"COUNTRY,R&;B,ROCK"
2815,2815,CHRIS BROWN,SWEET LOVE,81.83333333333333,,,"ELECTRONIC,R&;B"
2816,2816,GOTYE,EYES WIDE OPEN,29.4,,,"ALTERNATIVE,AUSTRALIA,INDIE,POP,ROCK"
2817,2817,"JENNIFER HUDSON, NE",THINK LIKE A MAN,91.0,90.0,2.0,"R&;B,RAP"
2818,2818,BRUNO MARS,IT WILL RAIN,72.0,3.0,29.0,"SCREEN,POP,SOUNDTRACK"
2819,2819,J. COLE,CAN'T GET ENOUGH,56.0,52.0,20.0,"DMV,R&;B,RAP"
2820,2820,JULIET SIMMS,ROXANNE,97.0,,,POP
2821,2821,TREY SONGZ,SEX AIN'T BETTER THAN LOVE,76.0,80.0,6.0,R&;B
2822,2822,K'NAAN,IS ANYBODY OUT THERE?,65.0,92.0,2.0,RAP
2823,2823,MONTGOMERY GENTRY,WHERE I COME FROM,95.0,71.0,15.0,COUNTRY
2824,2824,LIL WAYNE,MIRROR,27.0,16.0,17.0,RAP
2825,2825,GLEE CAST,HUNGRY LIKE THE WOLF / RIO,85.0,,,POP
2826,2826,KEITH URBAN,YOU GONNA FLY,82.28571428571429,54.0,18.0,"COUNTRY,ROCK"
2827,2827,GAVIN DEGRAW,NOT OVER YOU,84.26666666666667,18.0,35.0,"POP,POP-ROCK,BLUE-EYED SOUL,ROCK"
2828,2828,T.I.,LOVE THIS LIFE,39.10526315789474,,,RAP
2829,2829,LMFAO,SORRY FOR PARTY ROCKING,99.0,49.0,11.0,RAP
2830,2830,COLDPLAY,PRINCESS OF CHINA,81.05555555555556,20.0,12.0,"ALTERNATIVE POP,ALTERNATIVE ROCK,ALTERNATIVE,UK,POP-ROCK,ROCK"
2831,2831,SHINEDOWN,BULLY,33.26923076923077,94.0,2.0,ROCK
2832,2832,ADELE,SOMEONE LIKE YOU,40.095238095238095,1.0,39.0,"EASY LISTENING,SOUL POP,ADULT ALTERNATIVE,ADULT CONTEMPORARY,BALLAD,PIANO,POP,SOUL"
2833,2833,ADELE,ROLLING IN THE DEEP,61.8,1.0,65.0,"POP,BLUES,ADULT ALTERNATIVE,ADULT CONTEMPORARY,BLUE-EYED SOUL,SOUL"
2834,2834,BEYONCE,LOVE ON TOP,33.125,20.0,20.0,"R&;B,POP"
2835,2835,SEAN PAUL,SHE DOESN'T MIND,54.0,,,"JAMAICA,POP,DANCEHALL"
2836,2836,DIGGY,DO IT LIKE YOU,92.0,80.0,8.0,RAP
2837,2837,GEORGE STRAIT,LOVE'S GONNA MAKE IT ALRIGHT,39.7,61.0,11.0,"COUNTRY,ROCK"
2838,2838,MADONNA,GIVE ME ALL YOUR LUVIN',20.0,10.0,6.0,POP
2839,2839,MARY J. BLIGE,MR. WRONG,68.30555555555556,87.0,9.0,"SOUL,R&;B,RAP"
2840,2840,"DEV, ENRIQUE IGLESIAS",NAKED,87.66666666666667,,,"DANCE,POP"
2841,2841,TAYLOR SWIFT,OURS,16.066666666666666,13.0,20.0,"COUNTRY,POP"
2842,2842,DAVID GUETTA,WITHOUT YOU,51.20588235294117,4.0,30.0,"ELECTRO-POP,ELECTRONIC,DANCE,R&;B,POP"
2843,2843,MAROON 5,COME AWAY TO THE WATER,95.5,,,"SCREEN,SOUNDTRACK,POP"
2844,2844,RIHANNA,YOU DA ONE,88.44444444444444,14.0,20.0,"R&;B,POP"
2845,2845,THE BLACK KEYS,LONELY BOY,63.0,64.0,20.0,ROCK
2846,2846,KENNY CHESNEY,REALITY,68.0,62.0,20.0,"COUNTRY,ROCK"
2847,2847,BELLA THORNE,TTYLXOX,69.0,97.0,2.0,"SOUNDTRACK,DANCE,DANCE-POP,POP,RAP"
2848,2848,BIG SEAN,DANCE,65.0,10.0,24.0,RAP
2849,2849,JAY Z KANYE WEST,GOTTA HAVE IT,27.6,69.0,11.0,"RAP,PRODUCER"
2850,2850,BREATHE CAROLINA,BLACKOUT,21.58620689655172,32.0,20.0,"POP,HOUSE,ELECTRONIC ROCK,ELECTRONIC,DANCE-POP,SYNTH-POP"
2851,2851,"SELENA GOMEZ, THE SCENE",LOVE YOU LIKE A LOVE SONG,91.6875,22.0,38.0,"EURODANCE,DANCE-POP,ELECTRO-POP,POP"
2852,2852,J. COLE,WORK OUT,71.70588235294117,13.0,28.0,"R&;B,EAST COAST,RAP"
2853,2853,WALE,LOTUS FLOWER BOMB,29.65217391304348,38.0,20.0,"DMV,R&;B,RAP"
2854,2854,TOBY KEITH,RED SOLO CUP,22.39130434782609,15.0,20.0,"COUNTRY,ROCK"
2855,2855,SCOTTY MCCREERY,THE TROUBLE WITH GIRLS,34.72727272727273,55.0,18.0,"COUNTRY,ROCK"
2856,2856,YOUNG THE GIANT,COUGH SYRUP,49.0,95.0,3.0,"ALTERNATIVE,ADULT ALTERNATIVE,ALTERNATIVE ROCK,INDIE ROCK,ROCK"
2857,2857,LUKE BRYAN,I DON'T WANT THIS NIGHT TO END,59.9,22.0,23.0,"COUNTRY,ROCK"
2858,2858,NICKI MINAJ,ROMAN RELOADED,70.26315789473684,,,RAP
2859,2859,WIZ KHALIFA,WHEN I'M GONE,60.95,57.0,4.0,RAP
2860,2860,TYGA,MAKE IT NASTY,58.1,91.0,2.0,RAP
2861,2861,ESTELLE,THANK YOU,78.85714285714286,,,"R&;B,RAP"
2862,2862,WHITNEY HOUSTON,I WILL ALWAYS LOVE YOU,77.3,1.0,29.0,"COVER,SOUNDTRACK,POP,SOUL POP,SOUL,R&;B"
2863,2863,GYM CLASS HEROES,STEREO HEARTS,74.33333333333333,4.0,37.0,"R&;B,POP-ROCK,POP,RAP"
2864,2864,DRAKE,MAKE ME PROUD,15.142857142857142,9.0,20.0,"CANADA,RAP"
2865,2865,GLEE CAST,FLY / I BELIEVE I CAN FLY,18.20689655172414,,,"SCREEN,SOUNDTRACK,POP"
