,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Week,Date,Genre,Features
79,Chris Young,Raised On Country,94.5,81.0,4.0,2019-07-06,"January 4, 2019",Country,
80,Travis Scott,Wake Up,74.9,30.0,4.0,2019-07-06,"August 3, 2018","Trap,R&;B,Canada,Rap",
81,Sech,Otro Trago,67.4,81.0,3.0,2019-07-06,"April 19, 2019","Dancehall,Reggaeton,Latin Music,Latin Urban,En Espa\xc3\xb1ol,Puerto Rico,Latin Pop,Pop",Darell
82,Chase Rice,Eyes On You,60.0,38.0,19.0,2019-07-06,"October 13, 2017",Country,
83,Bryce Vine,La La Land,69.0,85.0,4.0,2019-07-06,"March 1, 2019","Pop,Rap,Hip-Hop,R&;B",YG
84,Billie Eilish,Ocean Eyes,61.583333333333336,84.0,18.0,2019-07-06,"November 19, 2015","Alternative Dance,Synth-Pop,Ambient,Indie Pop,Alternative Pop,Alternative,Pop",
85,Marshmello,Here With Me,30.0,31.0,16.0,2019-07-06,"March 8, 2019","Progressive House,House,Electro House,Electronic Pop,Alternative Pop,Electronic,Dubstep,Dance,Electro,Electronica,Electro-Pop,EDM,Synth-Pop,Pop",CHVRCHES
86,Brett Eldredge,Love Someone,74.0,52.0,10.0,2019-07-06,"June 18, 2018",Country,
87,Lil Uzi Vert,Sanguine Paradise,78.4,28.0,11.0,2019-07-06,"April 9, 2019","East Coast,Trap,Rap",
88,Eli Young Band,Love Ain't,94.0,50.0,11.0,2019-07-06,"May 25, 2018",Country,
89,"Pedro Capo, Farruko",Calma,67.76923076923077,71.0,15.0,2019-07-06,"October 5, 2018","Puerto Rico,Reggaeton,Latin Music,Latin Pop,Latin Urban,Remix,En Espa\xc3\xb1ol,Pop",
90,Jonas Brothers,Only Human,98.0,91.0,3.0,2019-07-06,"June 7, 2019",Pop,
91,Justin Moore,The Ones That Didn't Make It Back Home,82.0,93.0,2.0,2019-07-06,"October 12, 2018",Country,
92,Megan Thee Stallion,Big Ole Freak,71.0,65.0,12.0,2019-07-06,"June 11, 2018",Rap,
93,NAV,Tap,75.6,89.0,3.0,2019-07-06,"March 22, 2019","Canada,East Coast,Rap",Meek Mill
94,DJ Khaled,You Stay,72.17647058823529,44.0,4.0,2019-07-06,"May 17, 2019","Atlanta,R&;B,Latin Music,En Espa\xc3\xb1ol,Rap","Meek Mill, J Balvin, Lil Baby, Jeremih"
95,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",Baila Baila Baila,30.11111111111111,69.0,9.0,2019-07-06,"April 25, 2019","Latin Pop,Reggaeton,Remix,Puerto Rico,En Espa\xc3\xb1ol,Latin Urban,Latin Music,Pop",
96,Megan Thee Stallion,Cash Shit,70.0,,,2019-07-06,"May 17, 2019","East Coast,Rap",DaBaby
97,Drake,Omerta,100.0,35.0,2.0,2019-07-06,"June 15, 2019","Hip-Hop,Basketball,NBA,Canada,Rap",
98,Martin Garrix,Summer Days,75.0,,,2019-07-06,"April 25, 2019","Electronic Pop,Electro,Electro House,Nederland,Electronic,Electro-Pop,Rap,Electronic Trap,Tropical House,Dance-Pop,Pop","Macklemore, Patrick Stump"
99,Billie Eilish,When The Party's Over,65.0,29.0,32.0,2019-06-29,"October 17, 2018","R&;B,Ambient,Art Pop,Indie Pop,Ballad,Pop",
100,Calboy,Envy Me,11.0,31.0,27.0,2019-06-29,"September 13, 2018",Rap,
101,Kelsea Ballerini,Miss Me More,59.76190476190476,47.0,20.0,2019-06-29,"October 20, 2017",Country,
102,Dreamville,Down Bad,89.83333333333333,,,2019-06-29,"June 12, 2019","East Coast,Atlanta,Rap","JID, Bas, J. Cole, EARTHGANG, Young Nudy"
103,Joji,Sanctuary,73.25,,,2019-06-29,"June 14, 2019","Synth-Pop,Alternative R&;B,Pop,Ballad,Electronic",
104,Marshmello,Rescue Me,66.38461538461539,,,2019-06-29,"June 14, 2019","EDM,Pop-Punk,Electronic,Pop",A Day To Remember
105,"Nicky Jam, Ozuna",Te Robare,85.0,91.0,6.0,2019-06-29,"March 22, 2019","Reggaeton,Puerto Rico,Latin Urban,Latin Music,Latin Pop,En Espa\xc3\xb1ol,Pop",
106,Juice WRLD,Robbery,66.66666666666667,27.0,18.0,2019-06-29,"February 13, 2019","Trap,Emo Rap,Emo,Rap",
107,Nipsey Hussle,Racks In The Middle,94.0,26.0,11.0,2019-06-29,"February 15, 2019",Rap,"Roddy Ricch, Hit"
108,Luke Combs,Beautiful Crazy,62.10526315789474,21.0,31.0,2019-06-22,"May 4, 2018",Country,
109,Lil Baby,Close Friends,26.91304347826087,28.0,33.0,2019-06-22,"October 5, 2018","Atlanta,Motown,Trap,Rap",
110,Billie Eilish,Bury A Friend,71.93333333333334,14.0,20.0,2019-06-22,"January 30, 2019","Trap,Alternative,Dark Pop,Industrial,Alternative Pop,Electronica,Pop",
111,Luke Combs,Even Though I'm Leaving,84.0,,,2019-06-22,"June 7, 2019",Country,
112,Yo Gotti,Put A Date On It,89.0,46.0,20.0,2019-06-22,"January 25, 2019",Rap,Lil Baby
113,Avicii,Heaven,24.17391304347826,,,2019-06-22,"June 6, 2019","Electro,EDM,Electro-Pop,Dance,Dance-Pop,Electronic,Scandipop,Scandinavia,Sverige,Pop",
114,Future,Please Tell Me,90.0,,,2019-06-22,"June 7, 2019","R&;B,Trap,Atlanta,Rap",
115,Cody Johnson,On My Way To You,38.21052631578947,78.0,16.0,2019-06-22,"August 10, 2018",Country,
116,Ozuna,Amor Genuino,46.45,,,2019-06-22,"June 4, 2019","Latin Pop,En Espa\xc3\xb1ol,Pop,Puerto Rico,Latin Music",
117,Future,XanaX Damage,55.63636363636363,,,2019-06-22,"June 7, 2019","Alternative R&;B,R&;B,Atlanta,Rap",
118,Future,Government Official,38.083333333333336,,,2019-06-22,"June 7, 2019","Atlanta,Trap,Rap",
119,Miley Cyrus,Mother's Daughter,58.8,,,2019-06-15,"May 31, 2019","R&;B,LGBTQ+,Feminism,Pop",
120,YNW Melly,Murder On My Mind,97.0,14.0,20.0,2019-06-15,"March 4, 2017","Hip-Hop,Rap",
121,NF,The Search,38.42307692307692,,,2019-06-15,"May 30, 2019","Hip-Hop,Conscious Hip-Hop,Rap",
122,Joyner Lucas,Isis,21.35,59.0,2.0,2019-06-15,"May 7, 2019","Trap,Hip-Hop,East Coast,DMV,Rap",Logic
123,Logic,Homicide,51.241379310344826,5.0,5.0,2019-06-15,"May 3, 2019","Trap,Hip-Hop,DMV,Rap",Eminem
124,Trippie Redd,Under Enemy Arms,53.8,,,2019-06-15,"May 29, 2019",Rap,
125,Jon Pardi,Night Shift,79.83333333333333,56.0,16.0,2019-06-15,"June 17, 2016",Country,
126,21 Savage,A Lot,29.35,12.0,23.0,2019-06-08,"December 21, 2018","East Coast,Trap,Rap",
127,Blueface,Thotiana,72.25,8.0,20.0,2019-06-08,"February 16, 2019","Trap,Hip-Hop,West Coast,East Coast,Remix,Rap",
128,DJ Khaled,Higher,74.55555555555556,21.0,2.0,2019-06-08,"May 17, 2019","Neo Soul,West Coast,Rap","Nipsey Hussle, John Legend"
129,The Chainsmokers,Who Do You Love,94.0,52.0,16.0,2019-06-08,"February 7, 2019","Future Bass,Dance-Pop,Dance,Australia,Pop",5 Seconds Of Summer
130,Mabel,Don't Call Me Up,88.0,66.0,10.0,2019-06-08,"January 18, 2019","R&;B,UK,Pop",
131,Lil Dicky,Earth,62.35,17.0,6.0,2019-06-08,"April 19, 2019","Memes,Charity,R&;B,Conscious Hip-Hop,Comedy,Satire,Afrobeats,UK,Climate Change,Pop,Hip-Hop,Rap",
132,Lizzo,Juice,83.125,93.0,2.0,2019-06-08,"January 4, 2019","Electro-Funk,Funk-Pop,Funk,Dance,Dance-Pop,Alternative Pop,Synth-Pop,R&;B",
133,Maluma,HP,95.0,,,2019-06-08,"March 1, 2019","Colombia,Reggaeton,Latin Pop,Latin Music,Latin Urban,En Espa\xc3\xb1ol,Pop",
134,YNW Melly,Mixed Personalities,51.2,42.0,18.0,2019-06-08,"January 18, 2019","Rap,Trap",Kanye West
135,Bazzi,Paradise,61.55,91.0,3.0,2019-06-08,"April 4, 2019",Pop,
136,Jhene Aiko,Triggered,58.294117647058826,51.0,3.0,2019-06-08,"May 8, 2019","West Coast,R&;B",
137,Maroon 5,Girls Like You,90.33333333333333,1.0,52.0,2019-06-01,"May 30, 2018","Pop-Rock,East Coast,Remix,Rap,Pop",Cardi B
138,"Tyler, The Creator",I Think,68.0,,,2019-06-01,"May 17, 2019","Electro-Funk,Funk,Alternative Dance,Nu Disco,Disco,Nigeria,Rap,Neo Soul,Alternative R&;B,R&;B,Alternative,Experimental,West Coast",
139,DJ Khaled,Celebrate,70.0,,,2019-06-01,"May 17, 2019","Trap,Pop,R&;B","Travis Scott, Post Malone"
140,DJ Khaled,Jealous,27.2,,,2019-06-01,"May 17, 2019","Rap,R&;B","Chris Brown, Lil Wayne, Big Sean"
141,"Tyler, The Creator",Running Out Of Time,82.125,,,2019-06-01,"May 17, 2019","Rap,Neo Soul,Alternative R&;B,R&;B,Experimental,Alternative,West Coast",
142,"Tyler, The Creator",Igor's Theme,77.0,,,2019-06-01,"May 17, 2019","Alternative,Rap,Experimental",
143,"Tyler, The Creator",New Magic Wand,55.31578947368421,,,2019-06-01,"May 17, 2019","Experimental,Psychedelic Soul,Hip-Hop,Rap,Psychedelic,Alternative",
144,"Tyler, The Creator",A Boy Is A Gun,29.714285714285715,,,2019-06-01,"May 17, 2019","Rap,Neo Soul,Alternative R&;B,Experimental,Alternative,West Coast,Alternative Pop,R&;B",
145,"Tyler, The Creator",What's Good,80.0,,,2019-06-01,"May 17, 2019","Rap,Hardcore Hip-Hop,Experimental,Alternative,West Coast",
146,Lady Antebellum,What If I Never Get Over You,80.33333333333333,,,2019-06-01,"May 17, 2019","Ballad,Country",
147,"Tyler, The Creator",Puppet,56.0,,,2019-06-01,"May 17, 2019","Rap,Neo-Psychedelia,Psychedelic,Experimental,Soul,Alternative,West Coast",
148,DJ Khaled,Weather The Storm,100.0,,,2019-06-01,"May 17, 2019","Atlanta,Trap,Rap","Meek Mill, Lil Baby"
149,Brett Young,Here Tonight,39.0,42.0,20.0,2019-06-01,"September 14, 2018",Country,
150,Dean Lewis,Be Alright,53.471698113207545,23.0,29.0,2019-05-25,"June 28, 2018","Rock,Alternative Pop,Alternative Rock,Indie Pop,Indie Rock,Singer-Songwriter,Alternative,Indie,Australia,Pop",
151,"Lil Baby, Gunna",Drip Too Hard,23.94736842105263,4.0,35.0,2019-05-25,"September 9, 2018","Hip-Hop,Atlanta,Memes,Motown,Trap,Rap",
152,Ariana Grande,"Thank U, Next",93.0,1.0,28.0,2019-05-25,"November 3, 2018","Dream-Pop,Memes,R&;B,Pop",
153,Pinkfong,Baby Shark,45.388888888888886,32.0,20.0,2019-05-25,"June 17, 2016","Alternative Rock,Memes,Children&#39;s Music,Pop",
154,Old Dominion,Make It Sweet,36.06060606060606,56.0,20.0,2019-05-25,"October 8, 2018",Country,
155,Ella Mai,Shot Clock,94.0,62.0,16.0,2019-05-25,"October 12, 2018","UK,R&;B",
156,"Lauv, Troye Sivan",I'm So Tired...,48.25,81.0,6.0,2019-05-25,"January 24, 2019",Pop,
157,Billie Eilish,You Should See Me In A Crown,68.25,41.0,8.0,2019-05-25,"July 18, 2018","Indie,Hip-Hop,Dark Pop,Alternative Pop,Alternative,Electro-Pop,Trap,Dream-Pop,Indie Pop,Pop",
158,Avicii,SOS,37.0,68.0,4.0,2019-05-25,"April 10, 2019","Electro,Electronic,Electro-Pop,Dance-Pop,Dance,Scandipop,Scandinavia,West Coast,EDM,Sverige,Pop",Aloe Blacc
159,Billie Eilish,Wish You Were Gay,68.4,31.0,11.0,2019-05-25,"March 4, 2019","Indie,Indie Pop,Alternative,Alternative Pop,Pop",
160,Lil Uzi Vert,That's A Rack,59.666666666666664,76.0,5.0,2019-05-25,"April 9, 2019","East Coast,Trap,Rap",
161,2 Chainz,Rule The World,88.0,94.0,2.0,2019-05-25,"March 1, 2019","R&;B,Rap",Ariana Grande
162,Roddy Ricch,Die Young,68.0,99.0,2.0,2019-05-25,"July 3, 2018","R&;B,Trap,Rap",
163,"Ellie Goulding, Diplo",Close To Me,37.763888888888886,24.0,25.0,2019-05-18,"October 24, 2018","Electronic Trap,Dance-Pop,Trap,Electronic,Dance,Electro,Electro-Pop,Rap,Pop",Swae Lee
164,Lauren Daigle,You Say,84.5,29.0,43.0,2019-05-18,"July 13, 2018","Worship,Christian Pop,Pop,Christian",
165,A Boogie Wit da Hoodie,Swervin,94.41666666666667,38.0,20.0,2019-05-18,"December 21, 2018","Trap,Rap",6ix9ine
166,"SZA, The Weeknd, Travis Scott",Power Is Power,65.07692307692308,90.0,2.0,2019-05-18,"April 18, 2019","Hip-Hop,Canada,Soundtrack,Rap,Pop",
167,"Lil Peep, iLoveMakonnen",I've Been Waiting,66.78947368421052,62.0,9.0,2019-05-18,"January 31, 2019","Hip-Hop,Alternative,Alternative Rock,Emo Rap,Emo,Rap",Fall Out Boy
168,"Anuel AA, Karol G",Secreto,29.958333333333332,68.0,11.0,2019-05-18,"January 15, 2019","Puerto Rico,Pop,Reggaeton,En Espa\xc3\xb1ol,Latin Music,Latin Urban",
169,Ski Mask The Slump God,Faucet Failure,17.74074074074074,87.0,11.0,2019-05-18,"November 30, 2018","Hip-Hop,Afro Trap,Trap,Rap",
170,5 Seconds Of Summer,Youngblood,96.75,7.0,48.0,2019-05-11,"April 12, 2018","New Wave,Pop,Synth-Pop,Electro-Pop,Alternative Pop,Australia,Pop-Rock,Rock",
171,ScHoolboy Q,Floating,83.42857142857143,,,2019-05-11,"April 26, 2019","Rap,Gangsta Rap,Hip-Hop,Trap,West Coast",21 Savage
172,ScHoolboy Q + Travis Scott,CHopstix,19.555555555555557,,,2019-05-11,"April 8, 2019","Rap,Hip-Hop,West Coast,Trap",
173,"Marshmello, Tyga, Chris Brown",Light It Up,93.36363636363636,,,2019-05-11,"April 25, 2019","R&;B,West Coast,Electro House,Electro,Electronic,Rap",
174,ScHoolboy Q,Numb Numb Juice,88.0,55.0,2.0,2019-05-11,"March 14, 2019","Rap,Gangsta Rap,Hip-Hop,Trap,West Coast",
175,P!nk,Love Me Anyway,40.2,,,2019-05-11,"April 26, 2019",Pop,Chris Stapleton
176,BLACKPINK,Kill This Love,77.15384615384616,41.0,4.0,2019-05-11,"April 5, 2019","Trap,Dance,Rap,Girl Group,Pop,Korean,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d)",
177,Post Malone,Better Now,66.94736842105263,3.0,52.0,2019-05-04,"April 27, 2018","R&;B,Pop",
178,Imagine Dragons,Bad Liar,84.0,56.0,9.0,2019-05-04,"November 6, 2018","Rock,Adult Alternative,Ballad,Alternative Rock,Alternative,Pop-Rock,Indie Rock,Alternative Pop,Indie Pop,Pop",
179,French Montana,Slide,17.0,,,2019-05-04,"April 18, 2019","Trap,Hip-Hop,East Coast,West Coast,Rap","Blueface, Lil Tjay"
180,"Khalid, Kane Brown",Saturday Nights,12.266666666666667,57.0,12.0,2019-05-04,"January 11, 2019","Remix,Country,R&;B,Pop",
181,Lil Baby,Pure Cocaine,87.0,46.0,16.0,2019-05-04,"November 30, 2018","Motown,Trap,Rap",
182,Scotty McCreery,This Is It,67.11111111111111,42.0,20.0,2019-05-04,"May 7, 2018",Country,
183,Billie Eilish,My Strange Addiction,21.782608695652176,43.0,4.0,2019-05-04,"March 29, 2019","Alternative Pop,Alternative,Pop",
184,Alec Benjamin,Let Me Down Slowly,79.0,79.0,9.0,2019-05-04,"January 7, 2019","Pop,Remix",Alessia Cara
185,Billie Eilish,Xanny,62.72093023255814,35.0,4.0,2019-05-04,"March 29, 2019","Indie,Alternative,Alternative Pop,Art Rock,Glam Rock,Indie Pop,Pop",
186,Michael Ray,One That Got Away,50.0,67.0,9.0,2019-05-04,"June 1, 2018",Country,
187,Bad Bunny,MIA,81.25,5.0,27.0,2019-04-27,"October 11, 2018","Latin Urban,Reggaeton,Pop,Puerto Rico,Canada,Trap,R&;B,Rap,Latin Music,Latin Trap,En Espa\xc3\xb1ol",Drake
188,Dan + Shay,Tequila,18.085106382978722,21.0,50.0,2019-04-27,"January 10, 2018",Country,
189,Cardi B,Money,77.3157894736842,13.0,26.0,2019-04-27,"October 23, 2018","Hip-Hop,Trap,Rap",
190,Five Finger Death Punch,Blue On Black,60.45,,,2019-04-27,"April 12, 2019",Rock,"Kenny Wayne Shepherd, Brantley Gilbert &"
191,Nipsey Hussle,Double Up,77.77777777777777,65.0,3.0,2019-04-27,"February 16, 2018","West Coast,Rap","Belly, DOM KENNEDY"
192,FLETCHER,Undrunk,50.0,61.0,6.0,2019-04-27,"January 25, 2019",Pop,
193,Nipsey Hussle,Last Time That I Checc'd,83.4,76.0,3.0,2019-04-27,"February 16, 2018","West Coast,Rap",YG
194,Riley Green,There Was This Girl,87.0,70.0,8.0,2019-04-27,"June 29, 2018",Country,
195,Khalid,My Bad,77.0,55.0,3.0,2019-04-20,"March 7, 2019",R&;B,
196,"Ariana Grande, Victoria Monet",Monopoly,60.86666666666667,69.0,2.0,2019-04-20,"April 1, 2019","R&;B,Pop",
197,"Khalid, SAFE",Don't Pretend,37.0,,,2019-04-20,"April 5, 2019","R&;B,Pop",
198,Khalid,Bad Luck,88.6,,,2019-04-20,"April 5, 2019",Pop,
199,Billie Eilish,All The Good Girls Go To Hell,78.0,46.0,2.0,2019-04-20,"March 29, 2019","Alternative Pop,Alternative,Trip-Hop,Soul Pop,Electro-Pop,Electronic,Pop",
200,Khalid,Right Back,26.05,,,2019-04-20,"April 5, 2019",Pop,
201,Aventura,Inmortal,12.954545454545455,,,2019-04-20,"April 5, 2019","Dominican Republic,Latin Music,En Espa\xc3\xb1ol,Bachata,Pop",
202,Nipsey Hussle,Dedication,60.45,93.0,2.0,2019-04-20,"February 13, 2018","West Coast,Rap",Kendrick Lamar
203,Nipsey Hussle,Victory Lap,57.7,,,2019-04-20,"February 16, 2018","West Coast,Rap",Stacy Barthe
204,Kodak Black,ZEZE,94.0,2.0,25.0,2019-04-13,"October 12, 2018","East Coast,Motown,Memes,Trap,Rap","Travis Scott, Offset"
205,Billie Eilish,I Love You,97.33333333333333,,,2019-04-13,"March 29, 2019","Indie Pop,Alternative,Alternative Pop,R&;B,Folk,Indie,Ballad,Acoustic,Pop",
206,Billie Eilish,Ilomilo,77.0,,,2019-04-13,"March 29, 2019","Chillhop,Indie Pop,Alternative Pop,Dance-Pop,Pop",
207,Billie Eilish,Listen Before I Go,97.0,,,2019-04-13,"March 29, 2019","Soul Pop,Ballad,Bedroom Pop,Alternative,Alternative Pop,Pop",
208,Billie Eilish,8,49.583333333333336,,,2019-04-13,"March 29, 2019","Alternative,YouTube,Singer-Songwriter,Alternative Pop,Pop",
209,City Girls,Twerk,95.5,29.0,13.0,2019-04-13,"November 9, 2018","East Coast,Motown,Trap,Rap",Cardi B
210,"Billie Eilish, Khalid",Lovely,11.666666666666666,64.0,22.0,2019-04-13,"April 19, 2018","Pop,Soul,Ballad,Alternative",
211,"benny blanco, Tainy, Selena Gomez, J Balvin",I Can't Get Enough,64.5,66.0,5.0,2019-04-13,"February 28, 2019","Colombia,Electronic Pop,Electro,Electro-Pop,Electronic,Reggaeton,En Espa\xc3\xb1ol,Latin Urban,Latin Music,Latin Pop,Pop",
212,Chris Stapleton,Millionaire,91.125,47.0,17.0,2019-04-13,"October 20, 2017",Country,
213,Jason Aldean,Girl Like You,25.633333333333333,46.0,19.0,2019-04-13,"April 13, 2018",Country,
214,"Cardi B, Bad Bunny, J Balvin",I Like It,74.57142857142857,1.0,51.0,2019-04-06,"April 6, 2018","Trap,Latin Music,En Espa\xc3\xb1ol,Latin Trap,Rap",
215,Juice WRLD,Lucid Dreams,48.4375,2.0,46.0,2019-04-06,"July 1, 2017","Hip-Hop,Emo,Memes,Alternative Pop,Cloud Rap,Emo Rap,Trap,Rap",
216,DJ Snake,Taki Taki,49.0,11.0,26.0,2019-04-06,"September 28, 2018","Rap,French Pop,France,Latin Urban,Reggaeton,En Espa\xc3\xb1ol,Latin Music,Pop","Selena Gomez, Ozuna, Cardi B"
217,Jake Owen,Down To The Honkytonk,71.72727272727273,65.0,13.0,2019-04-06,"August 10, 2018",Country,
218,NAV,Price On My Head,94.6,,,2019-04-06,"March 22, 2019","Cloud Rap,Trap,R&;B,Canada,Rap",The Weeknd
219,Logic,Confessions Of A Dangerous Mind,42.6,,,2019-04-06,"March 22, 2019","Hip-Hop,Boom Bap,DMV,East Coast,Rap",
220,Jordan Davis,Take It From Me,64.0,46.0,13.0,2019-04-06,"October 19, 2017",Country,
221,Rich The Kid,Splashin,82.0,80.0,5.0,2019-04-06,"December 3, 2018",Rap,
222,Lil Skies,I,75.53846153846153,39.0,4.0,2019-04-06,"February 28, 2019","Trap,Cloud Rap,Rap",
223,Juice WRLD,Hear Me Calling,59.85,38.0,4.0,2019-04-06,"March 1, 2019","Cloud Rap,Trap,Dancehall,Afrobeats,Rap",
224,Chris Brown,Undecided,51.0,35.0,12.0,2019-04-06,"January 4, 2019","Tropical House,Pop,R&;B",
225,Kodak Black,Calling My Spirit,28.372881355932204,46.0,17.0,2019-04-06,"November 30, 2018","Trap,Hip-Hop,R&;B,Rap",
226,Bebe Rexha,Last Hurrah,40.12,,,2019-04-06,"February 15, 2019","UK,Pop",
227,Juice WRLD,Empty,78.52631578947368,41.0,3.0,2019-04-06,"March 8, 2019","Emo Rap,Trap,Rap",
228,Carrie Underwood,Love Wins,26.047619047619047,83.0,10.0,2019-04-06,"August 31, 2018",Country,
229,Iggy Azalea,Sally Walker,76.77777777777777,,,2019-03-30,"March 15, 2019","Dance,Hip-Hop,Aussie Hip-Hop,Australia,Trap,Rap",
230,"Anuel AA, Romeo Santos",Ella Quiere Beber,66.75,61.0,20.0,2019-03-30,"November 1, 2018","Puerto Rico,Dancehall,Latin Urban,Latin Trap,Latin Pop,Latin Music,En Espa\xc3\xb1ol,Pop",
231,Juice WRLD,Fast,15.181818181818182,47.0,2.0,2019-03-30,"March 8, 2019","Cloud Rap,Emo Rap,Trap,Rap",
232,Joji,Slow Dancing In The Dark,52.6,,,2019-03-30,"September 12, 2018","Soul,Soul Pop,Lo-Fi,Ballad,Pop,R&;B",
233,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,60.5,11.0,26.0,2019-03-23,"September 14, 2018","Island Music,R&;B,Trap,Pop,Rap",
234,Juice WRLD,Maze,72.125,,,2019-03-23,"March 8, 2019","Emo Rap,Trap,Rap",
235,Luke Bryan,What Makes You Country,48.75,54.0,11.0,2019-03-23,"October 6, 2017",Country,
236,Juice WRLD,Flaws And Sins,69.0,,,2019-03-23,"March 8, 2019","Emo Rap,Trap,Rap",
237,Kehlani,Nights Like This,77.14285714285714,67.0,9.0,2019-03-23,"January 10, 2019","West Coast,R&;B",Ty Dolla $ign
238,Lady Gaga,Always Remember Us This Way,47.88235294117647,41.0,9.0,2019-03-23,"October 5, 2018","TV,Musicals,Soundtrack,Pop",
239,Flipp Dinero,Leave Me Alone,33.0,20.0,25.0,2019-03-16,"March 14, 2018",Rap,
240,Sheck Wes,Mo Bamba,29.61904761904762,6.0,28.0,2019-03-16,"September 15, 2016","Hip-Hop,NBA,East Coast,Memes,Basketball,Trap,Rap",
241,Midland,Burn Out,51.2,63.0,9.0,2019-03-16,"October 28, 2016",Country,
242,Offset,Red Room,96.0,49.0,3.0,2019-03-16,"November 30, 2018","Trap,Motown,Rap",
243,2 Chainz,Whip,72.66666666666667,,,2019-03-16,"March 1, 2019",Rap,Travis Scott
244,Ariana Grande,Needy,52.1,14.0,4.0,2019-03-16,"February 8, 2019","R&;B,Pop",
245,2 Chainz,Momma I Hit A Lick,91.14285714285714,,,2019-03-16,"March 1, 2019","West Coast,Rap",Kendrick Lamar
246,Pardison Fontaine,Backin' It Up,72.57894736842105,40.0,20.0,2019-03-09,"September 20, 2018",Rap,Cardi B
247,Offset,Legacy,34.81818181818182,,,2019-03-09,"February 22, 2019","Motown,Rap","Travis Scott, 21 Savage"
248,Lady Gaga,I'll Never Love Again,80.5,36.0,7.0,2019-03-09,"October 5, 2018","Musicals,Soundtrack,Pop",
249,Offset,How Did I Get Here,80.0,,,2019-03-09,"February 22, 2019","East Coast,Motown,Rap",J. Cole
250,Ariana Grande,NASA,69.3125,17.0,3.0,2019-03-09,"February 8, 2019","Trap,R&;B,Pop",
251,Gunna,Outstanding,25.59259259259259,,,2019-03-09,"February 22, 2019","Trap,Rap",
252,Lil Pump,Be Like Me,80.0,,,2019-03-09,"February 21, 2019","Trap,Rap",Lil Wayne
253,Gunna,3 Headed Snake,59.26086956521739,,,2019-03-09,"February 22, 2019","Trap,Rap",Young Thug
254,Gunna,Wit It,66.15,,,2019-03-09,"February 22, 2019","Cloud Rap,Trap,Rap",
255,The Chainsmokers,This Feeling,49.0,50.0,20.0,2019-03-09,"September 18, 2018","EDM,Bass Music,Electro,Electro-Pop,Future Bass,Electronic,Dance,Pop",Kelsea Ballerini
256,Gunna,One Call,80.9047619047619,56.0,2.0,2019-03-09,"February 1, 2019","Cloud Rap,Trap,Rap",
257,Mark Ronson,Nothing Breaks Like A Heart,83.0,43.0,13.0,2019-03-09,"November 29, 2018","Nu Disco,Adult Contemporary,Dance-Pop,Pop,Pop Country,Disco",Miley Cyrus
258,Ariana Grande,Imagine,20.0,21.0,8.0,2019-03-09,"December 14, 2018","Ballad,Trap,Neo Soul,Alternative R&;B,R&;B,Pop",
259,Offset,Lick,73.0,,,2019-03-09,"February 22, 2019","Motown,Rap",
260,Ariana Grande,Bad Idea,82.575,27.0,3.0,2019-03-09,"February 8, 2019","Trap,Alternative R&;B,R&;B",
261,Gunna,Speed It Up,85.125,,,2019-03-09,"February 11, 2019","Trap,Rap",
262,Ariana Grande,Bloodline,56.0,22.0,3.0,2019-03-09,"February 8, 2019","Dancehall,Reggae,R&;B,Pop",
263,John Mayer,I Guess I Just Feel Like,95.66666666666667,,,2019-03-09,"February 22, 2019",Country,
264,Ariana Grande,Fake Smile,43.84,26.0,2.0,2019-03-02,"February 8, 2019","Neo Soul,Trap,R&;B,Pop",
265,"Gesaffelstein, The Weeknd",Lost In The Fire,66.17647058823529,27.0,6.0,2019-03-02,"January 11, 2019","Electronic,Beef,France,Canada,Electro-Pop,Pop,R&;B",
266,Ariana Grande,Ghostin,66.15,25.0,2.0,2019-03-02,"February 8, 2019","Dream-Pop,Ballad,R&;B,Pop",
267,Thomas Rhett,Sixteen,67.0,42.0,15.0,2019-03-02,"September 8, 2017",Country,
268,Ariana Grande,In My Head,15.777777777777779,38.0,2.0,2019-03-02,"February 8, 2019","Alternative R&;B,Trap,R&;B,Pop",
269,Loud Luxury,Body,68.25,80.0,8.0,2019-03-02,"October 27, 2017","Canada,Pop",Brando
270,"Zedd, Katy Perry",365,66.55555555555556,,,2019-03-02,"February 14, 2019","West Coast,Dance-Pop,Electro,Electro-Pop,Electronic,Dance,Pop",
271,Travis Scott,Yosemite,75.41176470588235,25.0,18.0,2019-03-02,"August 3, 2018","Atlanta,Canada,Memes,Trap,Rap",
272,Ariana Grande,Make Up,86.18181818181819,48.0,2.0,2019-03-02,"February 8, 2019","R&;B,Pop",
273,Dustin Lynch,Good Girl,74.83333333333333,44.0,15.0,2019-03-02,"May 5, 2018","Pop,Country",
274,"XXXTENTACION, Lil Pump",Arms Around You,61.95,28.0,17.0,2019-03-02,"October 23, 2018","Pop,Dancehall,East Coast,Dance,Latin Music,En Espa\xc3\xb1ol,Rap","Maluma, Swae Lee"
275,A Boogie Wit da Hoodie,Startender,18.29032258064516,59.0,9.0,2019-03-02,"December 14, 2018","Motown,Trap,Rap","Offset, Tyga"
