,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date
1311,12,Billie Eilish,Everything I Wanted,10,8,20,2020-04-04
1312,13,blackbear,Hot Girl Bummer,11,11,28,2020-04-04
1313,14,Maroon 5,Memories,12,2,27,2020-04-04
1314,15,Tones And I,Dance Monkey,15,4,25,2020-04-04
1315,16,The Weeknd,In Your Eyes,0,16,1,2020-04-04
1316,17,Maren Morris,The Bones,17,17,27,2020-04-04
1317,18,Camila Cabello Featuring DaBaby,My Oh My,18,18,16,2020-04-04
1318,19,Dan + Shay & Justin Bieber,"10,000 Hours",22,4,25,2020-04-04
1319,20,Megan Thee Stallion,Savage,98,20,2,2020-04-04
1320,21,The Weeknd,Alone Again,0,21,1,2020-04-04
1321,22,The Weeknd,After Hours,0,20,5,2020-04-04
1322,23,Mustard & Roddy Ricch,Ballin',21,11,36,2020-04-04
1323,24,The Weeknd,Scared To Live,0,24,1,2020-04-04
1324,25,The Weeknd,Hardest To Love,0,25,1,2020-04-04
1325,26,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),30,26,18,2020-04-04
1326,27,Lady Gaga,Stupid Love,25,5,4,2020-04-04
1327,28,The Weeknd,Too Late,0,28,1,2020-04-04
1328,29,Trevor Daniel,Falling,29,25,19,2020-04-04
1329,30,Gabby Barrett Featuring Charlie Puth,I Hope,36,30,13,2020-04-04
1330,31,DaBaby,BOP,24,11,26,2020-04-04
1331,32,The Weeknd,Snowchild,0,32,1,2020-04-04
1332,33,Halsey,You Should Be Sad,34,26,11,2020-04-04
1333,34,Chris Brown Featuring Drake,No Guidance,32,5,42,2020-04-04
1334,35,YNW Melly & Juice WRLD,Suicidal,20,20,17,2020-04-04
1335,36,Roddy Ricch Featuring Mustard,High Fashion,33,20,13,2020-04-04
1336,37,Lil Mosey,Blueberry Faygo,38,37,7,2020-04-04
1337,38,Eminem Featuring Juice WRLD,Godzilla,23,3,10,2020-04-04
1338,39,The Weeknd,Escape From LA,0,39,1,2020-04-04
1339,40,Kane Brown,Homesick,35,35,19,2020-04-04
1340,41,The Weeknd & Ariana Grande,Save Your Tears,0,41,1,2020-04-04
1341,42,Lil Baby,Woah,28,15,20,2020-04-04
1342,43,Rod Wave,Heart On Ice,40,40,20,2020-04-04
1343,44,Blake Shelton Duet With Gwen Stefani,Nobody But You,53,43,11,2020-04-04
1344,45,The Weeknd,Faith,0,45,1,2020-04-04
1345,46,Luke Bryan,What She Wants Tonight,49,46,14,2020-04-04
1346,47,Selena Gomez,Lose You To Love Me,31,1,23,2020-04-04
1347,48,Demi Lovato,I Love Me,43,18,3,2020-04-04
1348,49,Jordan Davis,Slow Dance In A Parking Lot,59,49,12,2020-04-04
1349,50,Jake Owen,Homemade,39,39,9,2020-04-04
1350,51,H.E.R. Featuring YG,Slide,47,47,14,2020-04-04
1351,52,Russ & BIA,BEST ON EARTH,46,46,16,2020-04-04
1352,53,Morgan Wallen,Chasin' You,58,53,9,2020-04-04
1353,54,Lil Uzi Vert,Myron,13,13,2,2020-04-04
1354,55,SAINt JHN,Roses,0,55,1,2020-04-04
1355,56,Ingrid Andress,More Hearts Than Mine,56,56,13,2020-04-04
1356,57,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,48,48,7,2020-04-04
1357,58,Pop Smoke,Dior,50,30,6,2020-04-04
1358,59,Powfu Featuring beabadoobee,Death Bed,71,59,2,2020-04-04
1359,60,Lil Baby,Sum 2 Prove,51,16,11,2020-04-04
1360,61,Brett Young,Catch,65,61,9,2020-04-04
1361,62,Surfaces,Sunday Best,74,62,4,2020-04-04
1362,63,Luke Combs Featuring Eric Church,Does To Me,86,63,2,2020-04-04
1363,64,Carly Pearce & Lee Brice,I Hope You're Happy Now,81,64,12,2020-04-04
1364,65,Kelsea Ballerini,homecoming queen?,0,65,13,2020-04-04
1365,66,Karol G & Nicki Minaj,Tusa,64,42,17,2020-04-04
1366,67,Jhene Aiko,P*$$y Fairy (OTW),61,40,10,2020-04-04
1367,68,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,91,68,2,2020-04-04
1368,69,The Weeknd,Repeat After Me (Interlude),0,69,1,2020-04-04
1369,70,Lil Uzi Vert,P2,37,11,3,2020-04-04
1370,71,BENEE Featuring Gus Dapperton,Supalonely,88,71,2,2020-04-04
1371,72,Jonas Brothers,What A Man Gotta Do,63,16,10,2020-04-04
1372,73,Lil Uzi Vert,That Way,41,20,4,2020-04-04
1373,74,Lil Uzi Vert,Baby Pluto,27,6,3,2020-04-04
1374,75,"Lil Yachty, Drake & DaBaby",Oprah's Bank Account,55,55,3,2020-04-04
1375,76,Jhene Aiko Featuring H.E.R.,B.S.,57,24,3,2020-04-04
1376,77,Lewis Capaldi,Before You Go,97,71,8,2020-04-04
1377,78,JACKBOYS Featuring Young Thug,Out West,0,38,11,2020-04-04
1378,79,SZA X Justin Timberlake,The Other Side,77,61,4,2020-04-04
1379,80,The Weeknd,Until I Bleed Out,0,80,1,2020-04-04
1380,81,Megan Thee Stallion,B.I.T.C.H.,79,31,7,2020-04-04
1381,82,Khalid x Disclosure,Know Your Worth,93,57,7,2020-04-04
1382,83,Justin Bieber,Yummy,78,2,12,2020-04-04
1383,84,Sam Smith,To Die For,84,46,6,2020-04-04
1384,85,Lil Baby & 42 Dugg,Grace,75,48,4,2020-04-04
1385,86,Lil Uzi Vert Featuring Chief Keef,Bean (Kobe),19,19,2,2020-04-04
1386,87,Lil Uzi Vert,Lo Mein,42,8,3,2020-04-04
1387,88,Summer Walker & Usher,Come Thru,99,42,13,2020-04-04
1388,89,Lil Baby,Emotionally Scarred,85,31,4,2020-04-04
1389,90,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,0,73,9,2020-04-04
1390,91,Lil Baby & Gunna,Heatin Up,73,18,4,2020-04-04
1391,92,Bad Bunny,Si Veo A Tu Mama,70,32,4,2020-04-04
1392,93,Lil Uzi Vert & 21 Savage,Yessirskiii,26,26,2,2020-04-04
1393,94,NLE Choppa Featuring Roddy Ricch,Walk Em Down,0,94,1,2020-04-04
1394,95,Kelsea Ballerini x Halsey,The Other Girl,0,95,1,2020-04-04
1395,96,YoungBoy Never Broke Again,Make No Sense,100,57,19,2020-04-04
1396,97,Idina Menzel & AURORA,Into The Unknown,0,46,11,2020-04-04
1397,98,Polo G Featuring NLE Choppa & Stunna 4 Vegas,Go Stupid,96,60,6,2020-04-04
1398,99,Bad Bunny,Vete,92,33,17,2020-04-04
1399,100,Bad Bunny,La Dificil,80,33,4,2020-04-04
1400,1,The Weeknd,Blinding Lights,1,1,18,2020-04-11
1401,2,Roddy Ricch,The Box,2,1,17,2020-04-11
1402,3,Dua Lipa,Don't Start Now,3,2,22,2020-04-11
1403,4,Post Malone,Circles,5,1,31,2020-04-11
1404,5,Future Featuring Drake,Life Is Good,6,2,12,2020-04-11
1405,6,Harry Styles,Adore You,7,6,17,2020-04-11
1406,7,Doja Cat Featuring Nicki Minaj,Say So,9,7,13,2020-04-11
1407,8,Justin Bieber Featuring Quavo,Intentions,8,8,8,2020-04-11
1408,9,Billie Eilish,Everything I Wanted,12,8,21,2020-04-11
1409,10,Lewis Capaldi,Someone You Loved,11,1,47,2020-04-11
1410,11,Arizona Zervas,Roxanne,10,4,22,2020-04-11
1411,12,The Weeknd,Heartless,4,1,19,2020-04-11
1412,13,Maroon 5,Memories,14,2,28,2020-04-11
1413,14,Maren Morris,The Bones,17,14,28,2020-04-11
1414,15,Camila Cabello Featuring DaBaby,My Oh My,18,15,17,2020-04-11
1415,16,blackbear,Hot Girl Bummer,13,11,29,2020-04-11
1416,17,"NAV, Gunna & Travis Scott",Turks,0,17,1,2020-04-11
1417,18,Megan Thee Stallion,Savage,20,18,3,2020-04-11
1418,19,Lil Mosey,Blueberry Faygo,37,19,8,2020-04-11
1419,20,Tones And I,Dance Monkey,15,4,26,2020-04-11
1420,21,Dua Lipa,Break My Heart,0,21,1,2020-04-11
1421,22,Gabby Barrett Featuring Charlie Puth,I Hope,30,22,14,2020-04-11
1422,23,PARTYNEXTDOOR & Rihanna,Believe It,0,23,1,2020-04-11
1423,24,Mustard & Roddy Ricch,Ballin',23,11,37,2020-04-11
1424,25,Trevor Daniel,Falling,29,25,20,2020-04-11
1425,26,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),26,26,19,2020-04-11
1426,27,Lady Gaga,Stupid Love,27,5,5,2020-04-11
1427,28,Dan + Shay & Justin Bieber,"10,000 Hours",19,4,26,2020-04-11
1428,29,DaBaby,BOP,31,11,27,2020-04-11
1429,30,Rod Wave,Heart On Ice,43,30,21,2020-04-11
1430,31,Roddy Ricch Featuring Mustard,High Fashion,36,20,14,2020-04-11
1431,32,Blake Shelton Duet With Gwen Stefani,Nobody But You,44,32,12,2020-04-11
1432,33,YNW Melly & Juice WRLD,Suicidal,35,20,18,2020-04-11
1433,34,Halsey,You Should Be Sad,33,26,12,2020-04-11
1434,35,Chris Brown Featuring Drake,No Guidance,34,5,43,2020-04-11
1435,36,Morgan Wallen,Chasin' You,53,36,10,2020-04-11
1436,37,Jordan Davis,Slow Dance In A Parking Lot,49,37,13,2020-04-11
1437,38,Kane Brown,Homesick,40,35,20,2020-04-11
1438,39,SAINt JHN,Roses,55,39,2,2020-04-11
1439,40,Brett Young,Catch,61,40,10,2020-04-11
1440,41,Demi Lovato,I Love Me,48,18,4,2020-04-11
1441,42,The Weeknd,In Your Eyes,16,16,2,2020-04-11
1442,43,Powfu Featuring beabadoobee,Death Bed,59,43,3,2020-04-11
1443,44,Ingrid Andress,More Hearts Than Mine,56,44,14,2020-04-11
1444,45,H.E.R. Featuring YG,Slide,51,45,15,2020-04-11
1445,46,Lil Baby,Woah,42,15,21,2020-04-11
1446,47,Eminem Featuring Juice WRLD,Godzilla,38,3,11,2020-04-11
1447,48,Russ & BIA,BEST ON EARTH,52,46,17,2020-04-11
1448,49,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,57,48,8,2020-04-11
1449,50,Luke Bryan,What She Wants Tonight,46,46,15,2020-04-11
1450,51,Jake Owen,Homemade,50,39,10,2020-04-11
1451,52,Surfaces,Sunday Best,62,52,5,2020-04-11
1452,53,Bad Bunny,Yo Perreo Sola,0,53,3,2020-04-11
1453,54,Pop Smoke,Dior,58,30,7,2020-04-11
1454,55,Lil Baby,Sum 2 Prove,60,16,12,2020-04-11
1455,56,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,68,56,3,2020-04-11
1456,57,NLE Choppa Featuring Roddy Ricch,Walk Em Down,94,57,2,2020-04-11
1457,58,Carly Pearce & Lee Brice,I Hope You're Happy Now,64,58,13,2020-04-11
1458,59,Luke Combs Featuring Eric Church,Does To Me,63,59,3,2020-04-11
1459,60,PARTYNEXTDOOR Featuring Drake,Loyal,0,60,3,2020-04-11
1460,61,The Weeknd,After Hours,22,20,6,2020-04-11
1461,62,BENEE Featuring Gus Dapperton,Supalonely,71,62,3,2020-04-11
1462,63,Lil Uzi Vert,Myron,54,13,3,2020-04-11
1463,64,Karol G & Nicki Minaj,Tusa,66,42,18,2020-04-11
1464,65,Jhene Aiko,P*$$y Fairy (OTW),67,40,11,2020-04-11
1465,66,Lewis Capaldi,Before You Go,77,66,9,2020-04-11
1466,67,Summer Walker & Usher,Come Thru,88,42,14,2020-04-11
1467,68,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,90,68,10,2020-04-11
1468,69,Alicia Keys,Underdog,0,69,2,2020-04-11
1469,70,SZA X Justin Timberlake,The Other Side,79,61,5,2020-04-11
1470,71,Khalid x Disclosure,Know Your Worth,82,57,8,2020-04-11
1471,72,JACKBOYS Featuring Young Thug,Out West,78,38,12,2020-04-11
1472,73,Lil Baby,Emotionally Scarred,89,31,5,2020-04-11
1473,74,"Lil Yachty, Drake & DaBaby",Oprah's Bank Account,75,55,4,2020-04-11
1474,75,Lil Uzi Vert,P2,70,11,4,2020-04-11
1475,76,Megan Thee Stallion,B.I.T.C.H.,81,31,8,2020-04-11
1476,77,Dua Lipa,Physical,0,60,2,2020-04-11
1477,78,Travis Denning,After A Few,0,78,1,2020-04-11
1478,79,Lil Uzi Vert,That Way,73,20,5,2020-04-11
1479,80,Jhene Aiko Featuring H.E.R.,B.S.,76,24,4,2020-04-11
1480,81,Florida Georgia Line,I Love My Country,0,81,1,2020-04-11
1481,82,Lil Baby & 42 Dugg,Grace,85,48,5,2020-04-11
1482,83,YoungBoy Never Broke Again,Make No Sense,96,57,20,2020-04-11
1483,84,Justin Bieber,Yummy,83,2,13,2020-04-11
1484,85,The Weeknd & Ariana Grande,Save Your Tears,41,41,2,2020-04-11
1485,86,"Bad Bunny, Jowell & Randy & Nengo Flow",Safaera,0,81,3,2020-04-11
1486,87,Bad Bunny,La Dificil,100,33,5,2020-04-11
1487,88,Dustin Lynch,Ridin' Roads,0,47,18,2020-04-11
1488,89,Bad Bunny,Si Veo A Tu Mama,92,32,5,2020-04-11
1489,90,Taylor Swift,The Man,0,23,6,2020-04-11
1490,91,Sam Hunt,Hard To Forget,0,91,1,2020-04-11
1491,92,Polo G Featuring NLE Choppa & Stunna 4 Vegas,Go Stupid,98,60,7,2020-04-11
1492,93,Kane Brown & John Legend,Last Time I Say Sorry,0,93,1,2020-04-11
1493,94,Jonas Brothers,What A Man Gotta Do,72,16,11,2020-04-11
1494,95,Lil Baby & Gunna,Heatin Up,91,18,5,2020-04-11
1495,96,JP Saxe Featuring Julia Michaels,If The World Was Ending,0,96,1,2020-04-11
1496,97,Bad Bunny,Vete,99,33,18,2020-04-11
1497,98,Lil Uzi Vert,Baby Pluto,74,6,4,2020-04-11
1498,99,Idina Menzel & AURORA,Into The Unknown,97,46,12,2020-04-11
1499,100,Noah Cyrus & Leon Bridges,July,0,91,5,2020-04-11
1500,1,Drake,Toosie Slide,0,1,1,2020-04-18
1501,2,The Weeknd,Blinding Lights,1,1,19,2020-04-18
1502,3,Roddy Ricch,The Box,2,1,18,2020-04-18
1503,4,Dua Lipa,Don't Start Now,3,2,23,2020-04-18
1504,5,Future Featuring Drake,Life Is Good,5,2,13,2020-04-18
1505,6,Post Malone,Circles,4,1,32,2020-04-18
1506,7,Harry Styles,Adore You,6,6,18,2020-04-18
1507,8,Doja Cat Featuring Nicki Minaj,Say So,7,7,14,2020-04-18
1508,9,Justin Bieber Featuring Quavo,Intentions,8,8,9,2020-04-18
1509,10,Billie Eilish,Everything I Wanted,9,8,22,2020-04-18
1510,11,Lewis Capaldi,Someone You Loved,10,1,48,2020-04-18
1511,12,Maren Morris,The Bones,14,12,29,2020-04-18
1512,13,Camila Cabello Featuring DaBaby,My Oh My,15,13,18,2020-04-18
1513,14,Megan Thee Stallion,Savage,18,14,4,2020-04-18
1514,15,Maroon 5,Memories,13,2,29,2020-04-18
1515,16,Arizona Zervas,Roxanne,11,4,23,2020-04-18
1516,17,blackbear,Hot Girl Bummer,16,11,30,2020-04-18
1517,18,Lil Mosey,Blueberry Faygo,19,18,9,2020-04-18
1518,19,The Weeknd,Heartless,12,1,20,2020-04-18
1519,20,Gabby Barrett Featuring Charlie Puth,I Hope,22,20,15,2020-04-18
1520,21,Tones And I,Dance Monkey,20,4,27,2020-04-18
1521,22,DaBaby,Find My Way,0,22,1,2020-04-18
1522,23,Trevor Daniel,Falling,25,23,21,2020-04-18
1523,24,Blake Shelton Duet With Gwen Stefani,Nobody But You,32,24,13,2020-04-18
1524,25,Rod Wave,Heart On Ice,30,25,22,2020-04-18
1525,26,Mustard & Roddy Ricch,Ballin',24,11,38,2020-04-18
1526,27,Morgan Wallen,Chasin' You,36,27,11,2020-04-18
1527,28,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),26,26,20,2020-04-18
1528,29,Brett Young,Catch,40,29,11,2020-04-18
1529,30,SAINt JHN,Roses,39,30,3,2020-04-18
1530,31,Roddy Ricch Featuring Mustard,High Fashion,31,20,15,2020-04-18
1531,32,Lady Gaga,Stupid Love,27,5,6,2020-04-18
1532,33,Powfu Featuring beabadoobee,Death Bed,43,33,4,2020-04-18
1533,34,Dan + Shay & Justin Bieber,"10,000 Hours",28,4,27,2020-04-18
1534,35,DaBaby,BOP,29,11,28,2020-04-18
1535,36,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,49,36,9,2020-04-18
1536,37,Ingrid Andress,More Hearts Than Mine,44,37,15,2020-04-18
1537,38,Chris Brown Featuring Drake,No Guidance,35,5,44,2020-04-18
1538,39,Dua Lipa,Break My Heart,21,21,2,2020-04-18
1539,40,Sam Hunt,Hard To Forget,91,40,2,2020-04-18
1540,41,Demi Lovato,I Love Me,41,18,5,2020-04-18
1541,42,Jordan Davis,Slow Dance In A Parking Lot,37,37,14,2020-04-18
1542,43,YNW Melly & Juice WRLD,Suicidal,33,20,19,2020-04-18
1543,44,Surfaces,Sunday Best,52,44,6,2020-04-18
1544,45,H.E.R. Featuring YG,Slide,45,45,16,2020-04-18
1545,46,"NAV, Gunna & Travis Scott",Turks,17,17,2,2020-04-18
1546,47,The Weeknd,In Your Eyes,42,16,3,2020-04-18
1547,48,Kane Brown,Homesick,38,35,21,2020-04-18
1548,49,Russ & BIA,BEST ON EARTH,48,46,18,2020-04-18
1549,50,Luke Combs Featuring Eric Church,Does To Me,59,50,4,2020-04-18
1550,51,Carly Pearce & Lee Brice,I Hope You're Happy Now,58,51,14,2020-04-18
1551,52,Halsey,You Should Be Sad,34,26,13,2020-04-18
1552,53,Eminem Featuring Juice WRLD,Godzilla,47,3,12,2020-04-18
1553,54,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,56,54,4,2020-04-18
1554,55,Pop Smoke,Dior,54,30,8,2020-04-18
1555,56,Lil Baby,Sum 2 Prove,55,16,13,2020-04-18
1556,57,Jake Owen,Homemade,51,39,11,2020-04-18
1557,58,PARTYNEXTDOOR & Rihanna,Believe It,23,23,2,2020-04-18
1558,59,Bad Bunny,Yo Perreo Sola,53,53,4,2020-04-18
1559,60,NLE Choppa Featuring Roddy Ricch,Walk Em Down,57,57,3,2020-04-18
1560,61,BENEE Featuring Gus Dapperton,Supalonely,62,61,4,2020-04-18
1561,62,Luke Bryan,What She Wants Tonight,50,46,16,2020-04-18
1562,63,Lewis Capaldi,Before You Go,66,63,10,2020-04-18
1563,64,Rod Wave,Fuck The World,0,64,1,2020-04-18
1564,65,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,68,65,11,2020-04-18
1565,66,Karol G & Nicki Minaj,Tusa,64,42,19,2020-04-18
1566,67,Rod Wave,Pray 4 Love,0,67,1,2020-04-18
1567,68,Summer Walker & Usher,Come Thru,67,42,15,2020-04-18
1568,69,Travis Denning,After A Few,78,69,2,2020-04-18
1569,70,Jhene Aiko,P*$$y Fairy (OTW),65,40,12,2020-04-18
1570,71,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Be A Light,0,71,1,2020-04-18
1571,72,Lil Uzi Vert,Myron,63,13,4,2020-04-18
1572,73,JACKBOYS Featuring Young Thug,Out West,72,38,13,2020-04-18
1573,74,Rod Wave,Thief In The Night,0,74,1,2020-04-18
1574,75,SZA X Justin Timberlake,The Other Side,70,61,6,2020-04-18
1575,76,Future,Tycoon,0,76,1,2020-04-18
1576,77,Rod Wave,I Remember,0,77,1,2020-04-18
1577,78,Rod Wave,The Greatest,0,78,1,2020-04-18
1578,79,Alicia Keys,Underdog,69,69,3,2020-04-18
1579,80,"Lil Yachty, Drake & DaBaby",Oprah's Bank Account,74,55,5,2020-04-18
1580,81,Miranda Lambert,Bluebird,0,81,1,2020-04-18
1581,82,Megan Thee Stallion,B.I.T.C.H.,76,31,9,2020-04-18
1582,83,JP Saxe Featuring Julia Michaels,If The World Was Ending,96,83,2,2020-04-18
1583,84,Rod Wave,Ribbon In The Sky,0,84,1,2020-04-18
1584,85,Lil Baby,Emotionally Scarred,73,31,6,2020-04-18
1585,86,"Bad Bunny, Jowell & Randy & Nengo Flow",Safaera,86,81,4,2020-04-18
1586,87,Lil Uzi Vert,That Way,79,20,6,2020-04-18
1587,88,Taylor Swift,The Man,90,23,7,2020-04-18
1588,89,Kane Brown & John Legend,Last Time I Say Sorry,93,89,2,2020-04-18
1589,90,The Weeknd,After Hours,61,20,7,2020-04-18
1590,91,Dustin Lynch,Ridin' Roads,88,47,19,2020-04-18
1591,92,Lil Uzi Vert,P2,75,11,5,2020-04-18
1592,93,Kenny Chesney,Here And Now,0,93,1,2020-04-18
1593,94,Justin Bieber,Yummy,84,2,14,2020-04-18
1594,95,Rod Wave,Thug Life,0,95,1,2020-04-18
1595,96,Lil Baby & Gunna,Heatin Up,95,18,6,2020-04-18
1596,97,Noah Cyrus & Leon Bridges,July,100,91,6,2020-04-18
1597,98,Jonas Brothers,What A Man Gotta Do,94,16,12,2020-04-18
1598,99,Rod Wave,No Weakness,0,99,1,2020-04-18
1599,100,Lil Baby & 42 Dugg,Grace,82,48,6,2020-04-18
1600,1,The Weeknd,Blinding Lights,2,1,20,2020-04-25
1601,2,Drake,Toosie Slide,1,1,2,2020-04-25
1602,3,Roddy Ricch,The Box,3,1,19,2020-04-25
1603,4,Dua Lipa,Don't Start Now,4,2,24,2020-04-25
1604,5,Doja Cat Featuring Nicki Minaj,Say So,8,5,15,2020-04-25
1605,6,Harry Styles,Adore You,7,6,19,2020-04-25
1606,7,Post Malone,Circles,6,1,33,2020-04-25
1607,8,Future Featuring Drake,Life Is Good,5,2,14,2020-04-25
1608,9,Justin Bieber Featuring Quavo,Intentions,9,8,10,2020-04-25
1609,10,Billie Eilish,Everything I Wanted,10,8,23,2020-04-25
1610,11,Lewis Capaldi,Someone You Loved,11,1,49,2020-04-25
1611,12,Camila Cabello Featuring DaBaby,My Oh My,13,12,19,2020-04-25
1612,13,Maren Morris,The Bones,12,12,30,2020-04-25
1613,14,Megan Thee Stallion,Savage,14,14,5,2020-04-25
1614,15,Maroon 5,Memories,15,2,30,2020-04-25
1615,16,Lil Mosey,Blueberry Faygo,18,16,10,2020-04-25
1616,17,Gabby Barrett Featuring Charlie Puth,I Hope,20,17,16,2020-04-25
1617,18,Blake Shelton Duet With Gwen Stefani,Nobody But You,24,18,14,2020-04-25
1618,19,Arizona Zervas,Roxanne,16,4,24,2020-04-25
1619,20,blackbear,Hot Girl Bummer,17,11,31,2020-04-25
1620,21,The Weeknd,Heartless,19,1,21,2020-04-25
1621,22,Trevor Daniel,Falling,23,22,22,2020-04-25
1622,23,twenty one pilots,Level Of Concern,0,23,1,2020-04-25
1623,24,Tones And I,Dance Monkey,21,4,28,2020-04-25
1624,25,Morgan Wallen,Chasin' You,27,25,12,2020-04-25
1625,26,SAINt JHN,Roses,30,26,4,2020-04-25
1626,27,Mustard & Roddy Ricch,Ballin',26,11,39,2020-04-25
1627,28,Rod Wave,Heart On Ice,25,25,23,2020-04-25
1628,29,Roddy Ricch Featuring Mustard,High Fashion,31,20,16,2020-04-25
1629,30,Powfu Featuring beabadoobee,Death Bed,33,30,5,2020-04-25
1630,31,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),28,26,21,2020-04-25
1631,32,Ingrid Andress,More Hearts Than Mine,37,32,16,2020-04-25
1632,33,Lady Gaga,Stupid Love,32,5,7,2020-04-25
1633,34,Dan + Shay & Justin Bieber,"10,000 Hours",34,4,28,2020-04-25
1634,35,Dua Lipa,Break My Heart,39,21,3,2020-04-25
1635,36,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,36,36,10,2020-04-25
1636,37,Brett Young,Catch,29,29,12,2020-04-25
1637,38,Surfaces,Sunday Best,44,38,7,2020-04-25
1638,39,DaBaby,BOP,35,11,29,2020-04-25
1639,40,Chris Brown Featuring Drake,No Guidance,38,5,45,2020-04-25
1640,41,Demi Lovato,I Love Me,41,18,6,2020-04-25
1641,42,Carly Pearce & Lee Brice,I Hope You're Happy Now,51,42,15,2020-04-25
1642,43,H.E.R. Featuring YG,Slide,45,43,17,2020-04-25
1643,44,Thomas Rhett Featuring Jon Pardi,Beer Can't Fix,54,44,5,2020-04-25
1644,45,The Weeknd,In Your Eyes,47,16,4,2020-04-25
1645,46,Pop Smoke,Dior,55,30,9,2020-04-25
1646,47,YNW Melly & Juice WRLD,Suicidal,43,20,20,2020-04-25
1647,48,Luke Combs Featuring Eric Church,Does To Me,50,48,5,2020-04-25
1648,49,Sam Hunt,Hard To Forget,40,40,3,2020-04-25
1649,50,Jordan Davis,Slow Dance In A Parking Lot,42,37,15,2020-04-25
1650,51,DaBaby,Find My Way,22,22,2,2020-04-25
1651,52,Russ & BIA,BEST ON EARTH,49,46,19,2020-04-25
1652,53,Lil Baby,Sum 2 Prove,56,16,14,2020-04-25
1653,54,Tory Lanez,Stupid Again,0,54,1,2020-04-25
1654,55,Travis Denning,After A Few,69,55,3,2020-04-25
1655,56,Eminem Featuring Juice WRLD,Godzilla,53,3,13,2020-04-25
1656,57,Lewis Capaldi,Before You Go,63,57,11,2020-04-25
1657,58,BENEE Featuring Gus Dapperton,Supalonely,61,58,5,2020-04-25
1658,59,Selena Gomez,Boyfriend,0,59,1,2020-04-25
1659,60,NLE Choppa Featuring Roddy Ricch,Walk Em Down,60,57,4,2020-04-25
1660,61,PARTYNEXTDOOR & Rihanna,Believe It,58,23,3,2020-04-25
1661,62,Bad Bunny,Yo Perreo Sola,59,53,5,2020-04-25
1662,63,"NAV, Gunna & Travis Scott",Turks,46,17,3,2020-04-25
1663,64,Tory Lanez,Broke In A Minute,0,64,1,2020-04-25
1664,65,Halsey,You Should Be Sad,52,26,14,2020-04-25
1665,66,Summer Walker & Usher,Come Thru,68,42,16,2020-04-25
1666,67,Jake Owen,Homemade,57,39,12,2020-04-25
1667,68,Diplo Presents Thomas Wesley Featuring Morgan Wallen,Heartless,65,65,12,2020-04-25
1668,69,Karol G & Nicki Minaj,Tusa,66,42,20,2020-04-25
1669,70,Jhene Aiko,P*$$y Fairy (OTW),70,40,13,2020-04-25
1670,71,JACKBOYS Featuring Young Thug,Out West,73,38,14,2020-04-25
1671,72,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",Be A Light,71,71,2,2020-04-25
1672,73,JP Saxe Featuring Julia Michaels,If The World Was Ending,83,73,3,2020-04-25
1673,74,Lil Uzi Vert,Myron,72,13,5,2020-04-25
1674,75,Miranda Lambert,Bluebird,81,75,2,2020-04-25
1675,76,SZA X Justin Timberlake,The Other Side,75,61,7,2020-04-25
1676,77,Luke Bryan,What She Wants Tonight,62,46,17,2020-04-25
1677,78,Arcangel x Sech,Sigues Con El,0,78,1,2020-04-25
1678,79,Kenny Chesney,Here And Now,93,79,2,2020-04-25
1679,80,Maddie & Tae,Die From A Broken Heart,0,80,1,2020-04-25
1680,81,Alicia Keys,Underdog,79,69,4,2020-04-25
1681,82,Lil Baby,Emotionally Scarred,85,31,7,2020-04-25
1682,83,Lil Uzi Vert,That Way,87,20,7,2020-04-25
1683,84,Polo G,DND,0,84,1,2020-04-25
1684,85,Noah Cyrus & Leon Bridges,July,97,85,7,2020-04-25
1685,86,"Bad Bunny, Jowell & Randy & Nengo Flow",Safaera,86,81,5,2020-04-25
1686,87,Dustin Lynch,Ridin' Roads,91,47,20,2020-04-25
1687,88,Taylor Swift,The Man,88,23,8,2020-04-25
1688,89,"Lil Yachty, Drake & DaBaby",Oprah's Bank Account,80,55,6,2020-04-25
1689,90,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",PTSD,0,38,3,2020-04-25
1690,91,Lil Baby & 42 Dugg,Grace,100,48,7,2020-04-25
1691,92,Lil Uzi Vert,P2,92,11,6,2020-04-25
