,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Genre
4946,Kelly Clarkson,SINCE U BEEN GONE,75.2,2.0,46.0,"Pop-Rock,Pop,Rock"
4947,Gwen Stefani,HOLLABACK GIRL,93.0,1.0,31.0,"Memes,Rap,Pop"
4948,The Killers,MR. BRIGHTSIDE,76.2,10.0,38.0,"Emo,Pop-Punk,Post-Punk Revival,Pop-Rock,Alternative Dance,Synth-Pop,Indie Rock,Pop,New Wave,Rock"
4949,Franz Ferdinand,DO YOU WANT TO,21.615384615384617,76.0,4.0,Rock
4950,Brad Paisley,ALCOHOL,21.94736842105263,28.0,18.0,"Country,Rock"
4951,Ciara,AND I,63.7,,,"R&;B,Rap"
4952,Gretchen Wilson,ALL JACKED UP,65.0,42.0,11.0,Country
4953,Lyfe Jennings,MUST BE NICE,74.0,40.0,20.0,"R&;B,Rap"
4954,Ludacris,PIMPIN' ALL OVER THE WORLD,51.3,9.0,20.0,Rap
4955,Faith Hill,MISSISSIPPI GIRL,67.15,29.0,20.0,"Country,Rock"
4956,"Brooks, Dunn",PLAY SOMETHING COUNTRY,88.0,37.0,17.0,Country
4957,The Strokes,JUICEBOX,47.35,,,"Indie Rock,Rock"
4958,The Black Eyed Peas,DON'T PHUNK WITH MY HEART,68.2,3.0,26.0,"Dance-Pop,Hip-Hop,Pop,Rap"
4959,Fat Joe,GET IT POPPIN',96.0,9.0,20.0,Rap
4960,Toby Keith,AS GOOD AS I ONCE WAS,18.564102564102566,28.0,20.0,"Country,Rock"
4961,"Damian ""Jr. Gong"" Marley",WELCOME TO JAMROCK,46.05,55.0,12.0,"Reggae,Soundtrack,Hip-Hop,Jamaica,Dancehall,Rap"
4962,Mike Jones,BACK THEN,56.55,22.0,20.0,Rap
4963,T.O.K.,FOOTPRINTS,94.5,93.0,6.0,"Jamaica,Rock,Dancehall,Reggae,Pop"
4964,Destiny's Child,CATER 2 U,66.2,14.0,24.0,"R&;B,Pop"
4965,Rob Thomas,LONELY NO MORE,95.25,6.0,34.0,Rock
4966,Trisha Yearwood,GEORGIA RAIN,71.33333333333333,78.0,9.0,Pop
4967,Foo Fighters,BEST OF YOU,44.583333333333336,18.0,21.0,"Alternative Rock,Rock"
4968,Sugarland,SOMETHING MORE,98.33333333333333,35.0,20.0,"Country,Rock"
4969,Tony Yayo,SO SEDUCTIVE,75.0,48.0,15.0,Rap
4970,Teairra Mari,MAKE HER FEEL GOOD,90.375,35.0,18.0,R&;B
4971,John Mayer Trio,WHO DID YOU THINK I WAS,51.45,,,Rock
4972,Paul Wall,SITTIN' SIDEWAYZ,69.15,93.0,5.0,Rap
4973,Tommy Lee,GOOD TIMES,56.9,,,"Rock,Pop"
4974,Crazy Frog,AXEL F,67.6923076923077,50.0,7.0,"Memes,Pop"
4975,Young Jeezy,AND THEN WHAT,61.65,67.0,11.0,Rap
4976,Frankie J,HOW TO DEAL,39.5,39.0,19.0,Pop
4977,Kanye West,DIAMONDS FROM SIERRA LEONE,48.1,43.0,19.0,"Rap,Producer"
4978,Tim McGraw,DO YOU WANT FRIES WITH THAT,48.333333333333336,59.0,11.0,"Country,Rock"
4979,Backstreet Boys,JUST WANT YOU TO KNOW,91.9,70.0,4.0,Pop
4980,Van Zant,HELP SOMEBODY,73.05555555555556,66.0,11.0,Pop
4981,Jermaine Dupri,GOTTA GETCHA,92.66666666666667,60.0,11.0,Pop
4982,Trey Songz,GOTTA MAKE IT,68.0,87.0,7.0,"R&;B,Rap"
4983,Coldplay,SPEED OF SOUND,76.33333333333333,8.0,20.0,"UK,Brit Pop,Alternative Rock,Indie Rock,Rock"
4984,Howie Day,COLLIDE,74.8,20.0,32.0,"Alternative Rock,Pop-Rock,Rock"
4985,Rascal Flatts,FAST CARS AND FREEDOM,97.33333333333333,38.0,20.0,Country
4986,Webbie,GIVE ME THAT,29.06451612903226,29.0,20.0,Rap
4987,Carrie Underwood,INSIDE YOUR HEAVEN,27.4,1.0,12.0,Country
4988,Pretty Ricky,GRIND WITH ME,73.0909090909091,7.0,22.0,R&;B
4989,Fantasia,FREE YOURSELF,41.7,41.0,20.0,R&;B
4990,Will Smith,SWITCH,47.10526315789474,7.0,28.0,Rap
4991,Boyz N Da Hood,DEM BOYZ,79.73684210526316,56.0,12.0,Rap
4992,Keith Urban,MAKING MEMORIES OF US,88.0,34.0,20.0,Country
4993,Backstreet Boys,INCOMPLETE,49.4,13.0,20.0,"Boy Band,Pop"
4994,SHeDAISY,DON'T WORRY 'BOUT A THING,98.0,59.0,10.0,Pop
4995,Ciara,OH,98.0,2.0,23.0,"R&;B,Rap"
4996,Gavin DeGraw,CHARIOT,91.55555555555556,30.0,20.0,"Pop-Rock,Pop,Rock"
4997,System Of A Down,B.Y.O.B.,91.45454545454545,27.0,20.0,"Thrash Metal,Alternative Metal,Alternative Rock,Metal,Heavy Metal,Rock"
4998,Luis Fonsi,NADA ES PARA SIEMPRE,66.5,,,"En Espa\xc3\xb1ol,Pop"
4999,The Game,DREAMS,86.76923076923077,32.0,13.0,Rap
5000,R. Kelly,PLAYA'S ONLY,35.15625,65.0,7.0,"R&;B,Rap"
5001,Kem,I CAN'T STOP LOVING YOU,70.15,84.0,14.0,Pop
5002,Jason Mraz,WORDPLAY,62.4,81.0,4.0,Rock
5003,Nine Inch Nails,THE HAND THAT FEEDS,46.5,31.0,20.0,"Industrial,Industrial Rock,Rock"
5004,Relient K,BE MY ESCAPE,61.94444444444444,82.0,4.0,Rock
5005,R. Kelly,TRAPPED IN THE CLOSET,46.95,22.0,16.0,"Musicals,R&;B"
5006,Keith Anderson,PICKIN' WILDFLOWERS,75.5,64.0,12.0,"Rock,Country"
5007,George Strait,YOU'LL BE THERE,42.0,54.0,17.0,"Country,Rock"
5008,Common,GO!,67.0,79.0,6.0,Rap
5009,Blake Shelton,GOODBYE TIME,98.0,73.0,9.0,Country
5010,Kenny Chesney,KEG IN THE CLOSET,93.0,64.0,10.0,Country
5011,Dierks Bentley,LOT OF LEAVIN' LEFT TO DO,58.65,47.0,19.0,Country
5012,T.I.,ASAP,92.0,75.0,8.0,Rap
5013,Green Day,BOULEVARD OF BROKEN DREAMS,46.333333333333336,2.0,36.0,"Adult Contemporary,Adult Alternative,Alternative Rock,Punk Rock,Pop-Punk,Pop-Rock,Rock"
5014,Reba McEntire,MY SISTER,65.5,93.0,4.0,Country
5015,Omarion,TOUCH,48.964285714285715,94.0,3.0,R&;B
5016,Eminem,ASS LIKE THAT,68.95,60.0,7.0,"Hip-Hop,Rap"
5017,Paul McCartney With U2,SGT. PEPPER'S LONELY HEARTS CLUB BAND,91.0,,,Rock
5018,Ciara,"1, 2 STEP",25.05,2.0,39.0,"R&;B,Rap"
5019,Darryl Worley,IF SOMETHING SHOULD HAPPEN,32.85,75.0,9.0,Pop
5020,Dave Matthews Band,AMERICAN BABY,82.0,16.0,11.0,Rock
5021,Cassidy,I'M A HUSTLA,77.0,34.0,19.0,Rap
5022,Bobby Pinson,DON'T ASK ME HOW I KNOW,26.05263157894737,88.0,7.0,Pop
5023,Audioslave,BE YOURSELF,91.6,32.0,18.0,"Post-Grunge,Alternative Rock,Hard Rock,Rock"
5024,The Game,HATE IT OR LOVE IT,60.0,2.0,23.0,"Hip-Hop,West Coast,Gangsta Rap,Conscious Hip-Hop,Rap"
5025,Alan Jackson,THE TALKIN' SONG REPAIR BLUES,56.4054054054054,99.0,2.0,Country
5026,Tim McGraw,LIVE LIKE YOU WERE DYING,33.09090909090909,29.0,23.0,"Country,Rock"
5027,50 Cent,CANDY SHOP,51.23529411764706,1.0,23.0,Rap
5028,Kelly Clarkson,BREAKAWAY,68.06666666666666,6.0,46.0,"Screen,Pop-Rock,Soundtrack,Pop,Rock"
5029,Akon,LONELY,72.95,4.0,20.0,"Soul,Rap,R&;B"
5030,Mario,HOW COULD YOU,57.25,52.0,17.0,"R&;B,Rap"
5031,Marques Houston,ALL BECAUSE OF YOU,16.607142857142858,69.0,10.0,"R&;B,Rap"
5032,The White Stripes,BLUE ORCHID,42.65,43.0,7.0,Rock
5033,Jack Johnson,"SITTING, WAITING, WISHING",64.07142857142857,66.0,19.0,"Singer-Songwriter,Island Music,Adult Alternative,Acoustic,Folk Rock,Rock"
5034,The Bravery,AN HONEST MISTAKE,72.21052631578948,,,"Rock,Indie Rock"
5035,Jo Dee Messina,MY GIVE A DAMN'S BUSTED,77.0,63.0,20.0,Pop
5036,Juanes,LA CAMISA NEGRA,12.333333333333334,89.0,13.0,"En Espa\xc3\xb1ol,Rock,Pop"
5037,Bowling For Soup,ALMOST,51.125,46.0,20.0,"Punk Rock,Pop-Punk,Rock"
5038,Trace Adkins,SONGS ABOUT ME,61.0,59.0,15.0,Country
5039,50 Cent,DISCO INFERNO,68.0,3.0,29.0,Rap
5040,Gwen Stefani,RICH GIRL,62.625,7.0,27.0,"Reggae,Pop,Rap"
5041,Amerie,1 THING,84.66666666666667,8.0,20.0,"Pop,R&;B"
5042,Natalie,GOIN' CRAZY,38.25,13.0,20.0,Pop
5043,Kenny Chesney,ANYTHING BUT MINE,13.64516129032258,48.0,20.0,"Country,Rock"
5044,Frankie J,OBSESSION,78.33333333333333,3.0,21.0,"Latin Pop,R&;B"
5045,Craig Morgan,THAT'S WHAT I LOVE ABOUT SUNDAY,79.33333333333333,51.0,20.0,Country
5046,Mary J. Blige,MJB DA MVP,31.0,75.0,8.0,"Soul,R&;B,Rap"
5047,Gretchen Wilson,HOMEWRECKER,49.5,56.0,13.0,Country
5048,Ludacris,NUMBER ONE SPOT,76.0,19.0,16.0,Rap
5049,Usher,CAUGHT UP,20.045454545454547,8.0,27.0,R&;B
5050,Trillville,SOME CUT,77.44444444444444,14.0,25.0,Rap
5051,Mariah Carey,IT'S LIKE THAT,90.66666666666667,16.0,20.0,"R&;B,Pop"
5052,Joe Nichols,WHAT'S A GUY GOTTA DO,29.862068965517242,64.0,15.0,Pop
5053,Jet,LOOK WHAT YOU'VE DONE,13.0,37.0,20.0,"Adult Alternative,Alternative Rock,Pop-Rock,Rock"
5054,Mike Jones,STILL TIPPIN',32.333333333333336,60.0,13.0,"Soundtrack,Dirty South,Underground Hip-Hop,Hip-Hop,Rap"
5055,Fantasia,TRUTH IS,67.95,21.0,20.0,"R&;B,Soul,Soul Pop,Pop"
5056,T.I.,U DON'T KNOW ME,30.130434782608695,23.0,20.0,Rap
5057,Omarion,O,56.8,27.0,20.0,R&;B
5058,Josh Gracin,NOTHIN' TO LOSE,88.0,39.0,20.0,Country
5059,Jesse McCartney,SHE'S NO YOU,69.0,91.0,3.0,"Soundtrack,Pop"
5060,Andy Griggs,IF HEAVEN,91.0,65.0,16.0,Country
5061,"Brooks, Dunn",IT'S GETTING BETTER ALL THE TIME,45.116279069767444,56.0,16.0,Country
5062,Phil Vassar,I'LL TAKE THAT AS A YES,23.35185185185185,89.0,5.0,Pop
5063,Pro,E,73.2,65.0,10.0,"France,French Rap,Rap"
5064,John Legend,ORDINARY PEOPLE,59.06666666666667,24.0,20.0,R&;B
5065,Maroon 5,SUNDAY MORNING,74.5,31.0,20.0,"Blue-Eyed Soul,Jazz Fusion,Rock,Soul,Pop"
5066,Tim McGraw,DRUGS OR JESUS,75.7,87.0,9.0,"Country,Rock"
5067,Mudvayne,HAPPY?,51.833333333333336,89.0,4.0,Rock
5068,Nivea,OKAY,24.72,40.0,21.0,"R&;B,Pop,Rap"
5069,Toby Keith,HONKYTONK U,76.95,61.0,12.0,"Country,Rock"
5070,Jennifer Lopez,GET RIGHT,91.16666666666667,12.0,17.0,"Pop,R&;B"
5071,Fat Joe,SO MUCH MORE,93.0,81.0,5.0,Rap
5072,Caesars,JERK IT OUT,27.384615384615383,70.0,10.0,"Memes,Rock,Indie Rock"
5073,Maroon 5,SHE WILL BE LOVED,90.0,5.0,41.0,"Ballad,Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop"
5074,Gavin DeGraw,I DON'T WANT TO BE,42.0,10.0,28.0,"Pop,Pop-Rock,Rock"
5075,Rascal Flatts,BLESS THE BROKEN ROAD,28.763157894736842,29.0,20.0,"Soundtrack,Country,Rock"
5076,Martina McBride,GOD'S WILL,37.642857142857146,85.0,8.0,Country
5077,Fantasia,BABY MAMA,91.2,60.0,12.0,R&;B
5078,Blaine Larsen,HOW DO YOU GET THAT LONELY,95.0,91.0,7.0,Pop
5079,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN,57.5,97.0,3.0,"Ireland,Rock"
5080,Snoop Dogg,DROP IT LIKE IT'S HOT,22.44,1.0,30.0,"West Coast,Memes,Producer,Rap"
5081,Jesse McCartney,BEAUTIFUL SOUL,91.0,16.0,20.0,Pop
5082,Sugarland,BABY GIRL,87.75,38.0,20.0,"Country,Rock"
5083,Ryan Cabrera,TRUE,96.2,18.0,20.0,Pop
5084,Lenny Kravitz,LADY,37.416666666666664,27.0,20.0,"Funk Rock,Hard Rock,Producer,Adult Alternative,Soul,Alternative Rock,Rock"
5085,R. Kelly,IN THE KITCHEN,83.95,91.0,5.0,"Soul,Soul Pop,Pop,R&;B"
5086,Lee Ann Womack,I MAY HATE MYSELF IN THE MORNING,89.0,66.0,13.0,Pop
5087,Queens Of The Stone Age,LITTLE SISTER,80.66666666666667,88.0,9.0,"Stoner Rock,Hard Rock,Alternative Rock,Rock"
5088,T.I.,BRING EM OUT,69.0,9.0,21.0,Rap
5089,Brad Paisley,MUD ON THE TIRES,82.55,30.0,20.0,Country
5090,Keith Urban,YOU'RE MY BETTER HALF,93.66666666666667,33.0,20.0,Country
5091,Britney Spears,DO SOMETHIN',44.8,,,"Electronic Rock,Dance-Pop,Pop"
5092,John Mayer,DAUGHTERS,68.22222222222223,19.0,23.0,"Adult Alternative,Blues,Pop,Ballad,Singer-Songwriter,Pop-Rock,Adult Contemporary,Blues Rock,Acoustic,Rock"
5093,Goo Goo Dolls,GIVE A LITTLE BIT,73.92307692307692,37.0,20.0,Rock
5094,Billy Dean,LET THEM BE LITTLE,47.85,68.0,11.0,Pop
5095,Eminem,LIKE TOY SOLDIERS,33.80952380952381,34.0,11.0,"Hip-Hop,Conscious Hip-Hop,Rap"
5096,Stevie Wonder,SO WHAT THE FUSS,56.5,,,"Rock,Soul Pop,Soul,R&;B"
5097,Ben Folds,BITCHES AIN'T SHIT,25.71153846153846,,,"Cover,Parody,Comedy,Alternative Rock,Rock"
5098,Avril Lavigne,NOBODY'S HOME,99.0,41.0,17.0,"Pop,Pop-Rock,Canada,Rock"
5099,Good Charlotte,I JUST WANNA LIVE,54.35,51.0,8.0,Rock
5100,Nelly,OVER AND OVER,61.583333333333336,3.0,24.0,"Adult Contemporary,Pop Country,Country Rap,Hip-Hop,Pop,Country,Neo Soul,R&;B,Rap"
5101,Daddy Yankee,GASOLINA,57.84,32.0,20.0,"Latin Urban,Hip-Hop,Rap,Puerto Rico,Latin Pop,En Espa\xc3\xb1ol,Latin Music,Reggaeton"
5102,Jamie O'Neal,TRYING TO FIND ATLANTIS,63.53333333333333,86.0,4.0,Pop
5103,50 Cent,PIGGY BANK,33.38709677419355,,,"Beef,Rap"
5104,Garbage,WHY DO YOU LOVE ME,46.5,,,"Alternative Rock,Rock"
5105,The Mars Volta,THE WIDOW,38.0,95.0,2.0,Rock
5106,Darryl Worley,"AWFUL, BEAUTIFUL LIFE",98.0,30.0,20.0,Pop
5107,Ashanti,ONLY U,87.0,13.0,19.0,"Pop-Rock,Soul,Pop,R&;B"
5108,Snoop Dogg,LET'S GET BLOWN,19.1875,54.0,11.0,"West Coast,R&;B,Funk,Rap"
5109,Alan Jackson,MONDAY MORNING CHURCH,84.375,54.0,16.0,Country
5110,My Chemical Romance,I'M NOT OKAY,49.5,86.0,6.0,"Emo,Alternative,Alternative Rock,Pop-Punk,Rock"
5111,Nelly,N DEY SAY,53.0,64.0,7.0,"Hip-Hop,R&;B,Rap"
5112,Ciara,GOODIES,92.11111111111111,1.0,38.0,"R&;B,Rap"
5113,Blake Shelton,SOME BEACH,50.5,28.0,20.0,"Country,Rock"
5114,"Lil Jon, The East Side Boyz",WHAT U GON' DO,81.22222222222223,22.0,19.0,Rap
5115,Simple Plan,WELCOME TO MY LIFE,56.9,40.0,18.0,Rock
5116,Simple Plan,SHUT UP,97.0,99.0,2.0,Rock
5117,Ashlee Simpson,LA LA,40.38095238095238,86.0,5.0,"Pop,Pop-Rock"
5118,Reba McEntire,HE GETS THAT FROM ME,91.0,59.0,12.0,Country
5119,Gwen Stefani,WHAT YOU WAITING FOR?,100.0,47.0,20.0,"Funk,Alternative Dance,New Wave,Electro-Pop,Pop-Rock,Pop"
5120,Destiny's Child,LOSE MY BREATH,79.4,3.0,23.0,"R&;B,Pop"
5121,Ben Folds,LANDED,29.423076923076923,77.0,2.0,"Alternative Rock,Rock"
5122,Ja Rule,WONDERFUL,96.66666666666667,5.0,20.0,Rap
5123,The Postal Service,WE WILL BECOME SILHOUETTES,55.25,,,"Electronic,Indie Rock,Rock"
5124,"Eminem, Dr. Dre, 50 Cent",ENCORE,53.7,25.0,15.0,Rap
5125,Tim McGraw,BACK WHEN,96.25,30.0,19.0,"Country,Rock"
5126,Gretchen Wilson,WHEN I THINK ABOUT CHEATIN',25.892857142857142,39.0,11.0,Pop
5127,Ja Rule,NEW YORK,87.0,27.0,14.0,"Hardcore Hip-Hop,Beef,Gangsta Rap,East Coast,Hip-Hop,Rap"
5128,Young Buck,SHORTY WANNA RIDE,84.25,17.0,19.0,Rap
5129,Cam'Ron,DOWN AND OUT,24.675,,,"Dipset,East Coast,Rap"
5130,Rupee,TEMPTED TO TOUCH,90.6,39.0,20.0,"R&;B,Soca,Calypso,Dancehall,Reggae"
5131,Switchfoot,DARE YOU TO MOVE,56.5,17.0,20.0,"Christian Rock,Christian,Alternative,Alternative Rock,Rock"
5132,Jadakiss,U MAKE ME WANNA,82.26666666666667,21.0,13.0,Rap
5133,Eminem,JUST LOSE IT,70.18181818181819,6.0,19.0,"Hip-Hop,Beef,Memes,Rap"
5134,"Big, Rich",HOLY WATER,65.75,75.0,7.0,Country
5135,Dierks Bentley,HOW AM I DOIN',29.333333333333332,49.0,16.0,"Country,Rock"
5136,Velvet Revolver,FALL TO PIECES,64.5,67.0,20.0,Rock
5137,Papa Roach,GETTING AWAY WITH MURDER,53.95,69.0,16.0,"Alternative Rock,Rock"
5138,Kenny Chesney,THE WOMAN WITH YOU,43.72222222222222,33.0,17.0,"Country,Rock"
5139,Chevelle,VITAMIN R,49.5,68.0,12.0,Rock
5140,Chingy,BALLA BABY,95.0,20.0,18.0,Rap
5141,Keyshia Cole,I CHANGED MY MIND,62.15,71.0,11.0,"R&;B,Rap"
5142,"Monchy, Alexandra",PERDIDOS,92.6,92.0,7.0,"En Espa\xc3\xb1ol,Pop"
5143,Patti LaBelle,GOTTA GO SOLO,35.875,89.0,9.0,Pop
5144,Guerilla Black,YOU'RE THE ONE,73.6,77.0,11.0,Pop
5145,Daryl Hall John Oates,I'LL BE AROUND,84.0,97.0,3.0,Pop
5146,Akon,GHETTO,30.6875,92.0,5.0,"R&;B,Rap"
5147,2Pac,THUGS GET LONELY TOO,55.05555555555556,98.0,4.0,"Remix,Gangsta Rap,West Coast,Rap"
5148,Anthony Hamilton,CHARLENE,5.294117647058823,19.0,22.0,"Ballad,Neo Soul,Soul,R&;B"
5149,Ryan Cabrera,ON THE WAY DOWN,60.333333333333336,15.0,27.0,Pop
5150,Gary Allan,NOTHING ON BUT THE RADIO,51.21052631578947,32.0,20.0,Pop
5151,Lonestar,MR. MOM,39.041666666666664,33.0,20.0,Country
5152,Beyonce,DANGEROUSLY IN LOVE,22.90909090909091,57.0,20.0,"R&;B,Pop"
5153,N.O.R.E.,OYE MI CANTO,31.93069306930693,12.0,22.0,"Puerto Rico,Hip-Hop,Latin Urban,Reggaeton,En Espa\xc3\xb1ol,Rap"
5154,Terror Squad,LEAN BACK,57.0,1.0,31.0,Rap
5155,Bowling For Soup,1985,98.0,23.0,20.0,"Pop-Punk,Rock"
5156,Breaking Benjamin,SO COLD,28.23076923076923,76.0,20.0,"Hard Rock,Post-Grunge,Alternative Metal,Rock"
5157,LL Cool J,HUSH,20.192307692307693,26.0,18.0,Rap
5158,SHeDAISY,COME HOME SOON,28.62962962962963,75.0,7.0,Pop
5159,Avril Lavigne,MY HAPPY ENDING,100.0,9.0,25.0,"Pop,Canada,Rock"
5160,The Killers,SOMEBODY TOLD ME,46.0,51.0,20.0,"Post-Punk Revival,New Wave,Rock"
5161,Phil Vassar,IN A REAL LOVE,26.235294117647058,38.0,20.0,Pop
5162,Teena Marie,A ROSE BY ANY OTHER NAME,58.90625,97.0,2.0,R&;B
5163,Mannie Fresh,REAL BIG,85.27272727272727,79.0,12.0,Rap
5164,"Juvenile, Wacko, Skip",NOLIA CLAP,41.285714285714285,31.0,20.0,Pop
5165,"Brooks, Dunn",THAT'S WHAT IT'S ALL ABOUT,53.121212121212125,38.0,20.0,Country
5166,Crime Mob,KNUCK IF YOU BUCK,78.4,76.0,20.0,Rap
5167,Green Day,AMERICAN IDIOT,62.5,61.0,20.0,"West Coast,Pop-Punk,Pop-Rock,Alternative Rock,Punk Rock,Rock"
5168,Anita Baker,YOU'RE MY EVERYTHING,88.0,74.0,20.0,"R&;B,Soul,Jazz,Soul Jazz,Soul Pop,Pop"
5169,Alicia Keys,DIARY,52.95,8.0,28.0,"R&;B,Rap"
5170,Xzibit,HEY NOW,7.277777777777778,93.0,4.0,Rap
5171,George Strait,I HATE EVERYTHING,67.9,35.0,20.0,"Country,Rock"
5172,John Legend,USED TO LOVE U,93.8,74.0,13.0,"Neo Soul,Soul,Soul Pop,Producer,R&;B"
5173,Prince,CALL MY NAME,61.75,75.0,18.0,"Pop,R&;B"
5174,The Black Eyed Peas,LET'S GET IT STARTED,41.294117647058826,21.0,20.0,"Hip-Hop,Rap"
5175,Sara Evans,SUDS IN THE BUCKET,80.7,33.0,20.0,Country
5176,"R. Kelly, Jay",BIG CHIPS,53.0,39.0,9.0,Pop
5177,Akon,LOCKED UP,18.76923076923077,8.0,27.0,"R&;B,Rap"
5178,Mase,"BREATHE, STRETCH, SHAKE",100.0,28.0,16.0,Rap
5179,Nas,BRIDGING THE GAP,91.0,94.0,4.0,Rap
5180,Hoobastank,THE REASON,80.77777777777777,2.0,38.0,"Alternative Rock,Soundtrack,Pop,Pop-Rock,Rock"
5181,Alicia Keys,IF I AIN'T GOT YOU,36.83018867924528,4.0,40.0,R&;B
5182,Maroon 5,THIS LOVE,75.0,5.0,43.0,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop"
5183,Nelly,MY PLACE,85.0,4.0,20.0,"Pop,Soul Pop,Soul,Hip-Hop,R&;B,Rap"
5184,Linkin Park,BREAKING THE HABIT,34.04761904761905,20.0,20.0,"Alternative Rock,Rock"
5185,Toby Keith,STAYS IN MEXICO,90.57142857142857,51.0,15.0,Country
5186,Duran Duran,SUNRISE,85.5,89.0,5.0,"Pop,Synth-Pop,New Wave"
5187,Keith Urban,DAYS GO BY,43.15,31.0,19.0,Country
5188,Jadakiss,WHY?,52.391304347826086,11.0,20.0,Rap
5189,Gretchen Wilson,HERE FOR THE PARTY,60.5,39.0,17.0,Country
5190,Ashlee Simpson,PIECES OF ME,68.0,5.0,21.0,"Pop,Pop-Rock"
5191,Lil' Flip,SUNSHINE,24.105263157894736,2.0,23.0,Pop
5192,LL Cool J,HEADSPRUNG,51.0,16.0,20.0,Rap
5193,Beenie Man,KING OF THE DANCEHALL,89.4,80.0,12.0,"Pop,Reggae,Jamaica,Rap,Dancehall"
5194,Vanessa Carlton,WHITE HOUSES,41.35,86.0,6.0,Pop
5195,New Edition,HOT 2NITE,51.35,87.0,12.0,R&;B
5196,Joe Nichols,IF NOBODY BELIEVED IN YOU,47.84615384615385,68.0,14.0,Country
5197,R. Kelly,U SAVED ME,43.35,52.0,16.0,"Gospel,Soul,Soul Pop,Pop,R&;B"
5198,Usher,YEAH!,48.0,1.0,45.0,"Dirty South,Hip-Hop,Rap,Crunk,R&;B,Producer"
5199,Christina Milian,DIP IT LOW,51.5945945945946,5.0,30.0,"R&;B,Rap"
5200,Ashlee Simpson,SHADOW,90.0,57.0,7.0,"Pop,Pop-Rock"
5201,Andy Griggs,SHE THINKS SHE NEEDS ME,88.0,43.0,16.0,Country
5202,The Game,WESTSIDE STORY,68.41176470588235,93.0,4.0,Rap
5203,Nelly,FLAP YOUR WINGS,26.178571428571427,52.0,11.0,"Hip-Hop,Rap"
5204,Rascal Flatts,FEELS LIKE TODAY,34.0,56.0,13.0,Country
5205,Counting Crows,ACCIDENTALLY IN LOVE,93.0,39.0,20.0,"Screen,Soundtrack,Pop-Rock,Alternative Rock,Rock"
5206,Franz Ferdinand,TAKE ME OUT,32.206896551724135,66.0,19.0,"Post-Punk Revival,Rock,UK,Indie Rock"
5207,T.I.,LET'S GET AWAY,85.0,35.0,18.0,Rap
5208,Houston,I LIKE THAT,89.0,11.0,20.0,Pop
5209,Alan Jackson,TOO MUCH OF A GOOD THING,33.2962962962963,46.0,13.0,Country
5210,Nina Sky,MOVE YA BODY,62.55,4.0,26.0,"Dancehall,Pop"
5211,JoJo,LEAVE,57.05,12.0,29.0,"R&;B,Rock"
5212,Kanye West,JESUS WALKS,55.0,11.0,25.0,"Gospel,Conscious Hip-Hop,Christian,Rap"
5213,Kenny Chesney,I GO BACK,34.0,32.0,20.0,"Country,Rock"
5214,Usher,CONFESSIONS PART II,40.57142857142857,1.0,25.0,"Neo Soul,Soul Pop,Soul,R&;B"
5215,Monica,U SHOULD'VE KNOWN BETTER,81.71428571428571,19.0,20.0,"Soul,R&;B,Pop"
5216,Terri Clark,GIRLS LIE TOO,48.0,36.0,15.0,Country
5217,Twista,SO SEXY,45.10344827586207,25.0,17.0,Rap
5218,Nickelback,FEELIN' WAY TOO DAMN GOOD,67.4,48.0,16.0,Rock
5219,Brad Paisley,WHISKEY LULLABY,77.0,41.0,18.0,Country
5220,Switchfoot,MEANT TO LIVE,72.0,18.0,28.0,"Christian Rock,Christian,Post-Grunge,Alternative,Alternative Rock,Rock"
5221,Christina Aguilera,CAR WASH,72.5,63.0,5.0,"Cover,Soundtrack,Pop"
5222,Teena Marie,STILL IN LOVE,25.107142857142858,70.0,20.0,Pop
5223,3 Doors Down,AWAY FROM THE SUN,97.0,62.0,15.0,Rock
5224,Modest Mouse,FLOAT ON,48.37096774193548,68.0,20.0,"Adult Alternative,Alternative Rock,Rock"
5225,Christina Milian,WHATEVER U WANT,56.6,,,"Rap,R&;B,Pop"
5226,Young Buck,LET ME IN,65.75,34.0,11.0,Rap
5227,Josh Gracin,I WANT TO LIVE,68.66666666666667,45.0,14.0,Country
5228,Julie Roberts,BREAK DOWN HERE,97.5,81.0,12.0,Pop
5229,A,FREEK,98.14285714285714,7.0,39.0,"Electronic,Rap"
5230,Velvet Revolver,SLITHER,97.0,56.0,20.0,Rock
5231,"Big, Rich",SAVE A HORSE,90.72727272727273,56.0,9.0,Country
5232,Yellowcard,OCEAN AVENUE,48.43478260869565,37.0,20.0,"Pop-Punk,Rock"
5233,D12,HOW COME,21.392857142857142,27.0,12.0,Rap
5234,Brandy,WHO IS SHE 2 U,46.65,85.0,4.0,"Pop,R&;B"
5235,Toby Keith,WHISKEY GIRL,90.83333333333333,31.0,20.0,"Country,Rock"
5236,Fantasia,I BELIEVE,33.95,1.0,10.0,R&;B
5237,Mynt,HOW DID YOU KNOW?,90.18181818181819,97.0,2.0,Pop
5238,Pitbull,CULO,64.3,32.0,20.0,"Reggaeton,Dancehall,Rap"
5239,Britney Spears,OUTRAGEOUS,77.33333333333333,79.0,4.0,"R&;B,Pop"
5240,Mis,SCANDALOUS,47.38461538461539,35.0,16.0,Rock
